"Countries" "Y1970" "Y1971" "Y1972" "Y1973" "Y1974" "Y1975" "Y1976" "Y1977" "Y1978" "Y1979" "Y1980" "Y1981" "Y1982" "Y1983" "Y1984" "Y1985" "Y1986" "Y1987" "Y1988" "Y1989" "Y1990" "Y1991" "Y1992" "Y1993" "Y1994" "Y1995" "Y1996" "Y1997" "Y1998" "Y1999" "Y2000" "Y2001" "Y2002" "Y2003"
"127" "St..Kitts...Nevis" 3816.7335 3743.7209 4192.9765 4386.6811 4310.7406 4480.0231 4389.3919 4269.5648 4828.6217 4922.9318 4998.5889 5971.2874 5914.3894 5918.3861 6522.6314 7035.2453 7343.0652 7712.2712 7228.8645 7604.875 8313.3019 9032.8069 9565.1577 9982.9062 11266.107 11477.784 12222.828 13184.422 13513.89 14940.42 14393.295 14394.282 14612.398 14649.742
"128" "St..Lucia" 2882.7506 3216.1741 3335.8385 3301.5944 3327.7711 3323.3433 3077.5609 3554.8059 3336.7225 3737.1682 3565.1644 3606.2504 3780.8231 4149.1422 4462.1203 4756.9935 5448.808 5526.783 6007.7962 6301.2078 6451.1352 6410.5379 6809.0176 6866.4702 6480.0324 6669.4662 6560.7695 6418.6944 6845.6613 6902.4159 6838.996 6480.1156 6565.682 6717.3635
"129" "St.Vincent...Grenadines" 2536.712 2614.841 3242.0058 2844.3645 2562.0663 2335.0752 2432.7025 2506.9028 3004.3344 2941.8379 2840.2505 3327.9301 3529.8272 3737.1155 3949.6921 3931.0365 4147.5063 4214.0185 4513.9381 4799.7332 5559.5063 5385.6487 6073.1849 6495.1283 6269.0753 6649.0033 6780.7085 6462.6101 6432.5307 6961.5535 7671.7533 7632.5376 7948.0359 7747.7623
"130" "Sudan" 984.23587 1007.5857 1014.0866 1102.5583 1079.6265 1082.6566 1165.0691 1175.6761 1137.5746 1093.9227 1047.9404 1063.7874 1065.4377 983.41865 939.85485 966.53625 997.03088 1032.7289 1026.2951 1029.5355 1048.2086 1087.3707 1103.2546 1112.5782 1120.8116 1142.7979 1156.3241 1190.6125 1103.4673 979.38315 1047.7134 1094.5616 1122.8944 1176.3184
"131" "Suriname" 3727.676 3806.35 3714.6959 3646.2029 3684.237 4007.8034 4272.2183 4709.7856 5002.558 5010.3905 4647.3322 5006.3495 4875.0057 4912.504 4779.7204 5311.2836 4926.2194 4352.4092 4959.6433 4857.906 4679.4334 4867.4397 4578.5897 3747.2852 3051.9673 2828.7875 3855.1667 4446.2246 4829.9598 6252.0264 4753.4198 6121.5035 5939.1022 7865.6888
"132" "Swaziland" 2762.5135 2861.4682 3184.9373 3743.5319 4139.3648 4477.9984 4550.8003 4830.0179 5130.391 5469.3073 5519.0292 5464.0342 5414.7822 5334.0678 5490.0977 5475.1979 5928.511 6456.288 6628.1225 7036.3515 7393.0319 7230.1193 7053.6328 7074.955 7244.4436 7396.5317 7518.6201 7608.6854 7682.3515 8311.3882 8517.0292 9024.5438 9329.3621 8933.5671
"133" "Sweden" 15685.725 15686.619 16002.834 16430.952 16924.32 17396.383 17656.571 17270.482 17343.698 17945.149 18171.702 17960.007 18129.672 18283.127 19028.003 19530.167 20016.973 20665.295 21127.453 21653.066 21712.554 21246.274 20880.224 20226.034 20922.722 21645.598 21857.215 22287.708 23101.357 24167.507 25231.77 25402.48 25763.192 26137.787
"134" "Switzerland" 21081.172 21844.024 22483.09 23069.278 23227.271 21135.828 21039.879 21667.017 22121.485 22890.896 24042.944 24228.098 23773.444 23821.492 24389.228 24940.515 25244.277 25370.78 25901.349 26716.812 27447.396 26979.038 26752.08 26568.526 26819.745 26835.382 26788.697 27094.604 27849.362 27973.7 28831.251 29022.167 28989.677 28791.627
"135" "Syria" 1065.6225 1137.8674 1380.3288 1279.5462 1452.8956 1656.9695 1735.7839 1513.676 1723.6927 1792.0295 1900.3786 2063.0458 2096.1718 2063.945 1946.9148 1866.5929 1723.6209 1653.0731 1830.5988 1534.5167 1518.5608 1611.694 1686.8557 1726.7627 1755.5764 1840.3532 1974.6062 2038.6437 2118.8636 1993.3918 2000.8879 1975.4958 2020.8919 2015.9139
"136" "Taiwan" 2872.1887 3173.2274 3529.3354 3905.5426 3867.7711 3990.9901 4450.0396 4806.4117 5356.5934 5671.9554 5944.6266 6204.3131 6327.0873 6761.8895 7377.7116 7660.6464 8464.1087 9423.0404 10037.598 10748.576 11283.903 11997.552 12758.879 13534.307 14386.523 15175.397 15988.288 16837.975 17409.753 18253.877 19183.929 18750.999 19371.412 19885.647
"137" "Tanzania" 576.13411 558.61002 581.01543 572.4482 564.49179 580.43283 600.81117 581.55597 570.4532 571.1696 570.50297 554.92875 538.20722 512.40968 509.97301 502.18834 495.77315 495.67709 495.79906 493.51993 498.26289 515.143 498.86459 492.78464 474.41778 484.66712 491.29414 773.12825 800.82258 819.1343 816.66238 848.23157 898.75 911.93524
"138" "Thailand" 1748.0672 1847.6506 1832.9437 1939.3537 1992.6513 2068.2196 2232.996 2408.9121 2651.5678 2639.0819 2741.7149 2917.3365 3054.8241 3046.6705 3206.1316 3393.0866 3494.5994 3673.2909 3950.4563 4319.0028 4844.5841 5195.6289 5577.573 5921.7458 6331.1458 6680.0563 6915.2076 6773.1073 6159.4055 6382.8572 6473.5955 6638.3791 6882.736 7275.0243
"139" "Togo" 1301.5994 1375.8803 1402.8306 1287.3763 1316.402 1282.0216 1321.276 1291.4256 1309.5697 1351.3868 1313.8078 1104.1373 1066.6177 977.43266 1029.3268 932.59909 869.66158 869.73024 902.23639 920.13196 906.70229 890.55992 826.01708 815.0238 883.92202 898.41526 878.66306 874.15306 909.76883 868.82025 823.16645 784.0422 731.35357 788.52035
"140" "Tonga" 1041.7556 1045.0071 1056.0204 979.44696 1069.182 1099.1913 1175.2326 1200.9034 1157.7375 1151.3002 1240.0381 1759 2037.2578 1994.8981 2488.1407 2629.6518 2796.2923 2875.7429 2781.4355 2891.3692 3095.5919 3369.8534 3155.1099 3078.8593 3115.722 3234.2708 3184.0719 3249.7882 3253.7403 3274.738 3398.2681 3430.9687 3467.7468 3196.9068
"141" "Trinidad..Tobago" 8858.7102 8400.0869 9512.8257 9510.8965 9914.7354 10089.445 10820.675 11142.535 12326.762 12339.353 13226.779 13658.89 13672.959 11860.926 11107.162 10403.064 9256.438 9181.6942 9086.2775 8771.7713 9093.5799 9269.5816 9845.7306 9512.6871 10212.415 10717.356 10749.096 10773.88 10880.297 12110.579 14770.034 14489.425 13761.892 18390.255
"142" "Tunisia" 2690.7912 2957.6555 3422.0353 3283.5254 3429.9663 3528.0117 3706.6142 3713.8633 3841.0863 3933.8734 4202.3746 4258.6826 4173.8024 4363.5373 4399.5878 4705.7017 4660.6916 4884.0708 4944.9553 4945.4792 5126.3621 5243.1662 5463.583 5522.1586 5717.6895 5746.493 6032.6649 6261.7601 6475.2969 6792.7584 6993.3118 7235.0495 7368.4235 7601.5815
"143" "Turkey" 3031.3309 3137.6335 3274.3411 3290.6419 3327.3549 3517.2368 3797.7805 3919.1903 3885.3211 3769.4447 3587.6982 3685.7686 3697.8393 3828.9998 3978.5131 4057.1136 4261.1793 4512.9244 4512.9328 4434.6597 4767.541 4753.5721 4917.4444 5209.063 4853.3892 5080.958 5370.1634 5649.3782 5727.4351 5458.9777 5714.591 5249.6217 5472.2139 5634.0143
"144" "Uganda" 1059.3364 1024.4522 1067.0168 1076.0543 1040.4575 1034.0085 1017.8276 1020.3339 972.54838 786.45587 749.4617 665.86916 703.44947 740.60133 733.58926 681.43098 673.62058 646.60233 644.85069 672.50021 709.27163 729.38209 735.85717 770.90559 898.50506 863.78891 908.49952 950.09111 977.40699 1031.9251 1057.7925 1075.5358 1092.968 1113.7392
"145" "United.Arab.Emirates" 9755.9444 10802.26 9901.206 15219.561 38427.785 43245.203 43632.623 44557.965 38130.788 42141.138 46959.835 43738.734 36678.112 31561.806 30134.231 27085.903 20155.898 20895.898 19860.554 22002.906 25286.743 24633.291 24711.705 22447.192 24013.007 25345.123 26942.475 28793.694 28586.281 29112.688 32181.678 32848.629 32977.352 35675.617
"146" "United.Kingdom" 12818.939 13132.415 13526.233 14511.916 14368.799 14259.584 14712.834 14823.601 15330.388 15754.866 15470.24 15312.924 15516.237 16061.804 16426.418 16966.673 17627.548 18399.897 19377.488 19783.282 19864.873 19525.053 19538.573 19961.424 20762.983 21266.531 21807.707 22467.896 23181.38 23800.158 24666.411 25133.818 25517.654 26044.012
"147" "United.States" 17429.989 17870.74 18698.16 19580.568 19258.914 19053.05 19944.066 20702.2 21628.031 22049.759 21680.807 21988.924 21434.601 22262.837 23679.843 24420.053 25005.214 25578.071 26342.099 26982.396 27174.146 26789.544 27431.194 27942.369 28847.711 29290.572 30124.935 31248.233 32300.168 33444.446 34364.501 34162.901 34286.645 34875.411
"148" "Uruguay" 6322.9403 6359.85 6132.2576 6256.6797 6407.7696 6754.7973 7001.8285 7075.4988 7475.081 8066.5481 8477.3136 8555.6081 7692.1192 6968.9555 6775.0212 6796.9081 7457.0556 8156.4032 8034.8198 8028.9604 7960.38 8278.386 9095.3906 9396.864 10068.556 9860.2949 10371.109 10859.656 11372.162 11014.772 10739.737 10284.293 8758.9024 8856.2007
"149" "Vanuatu" 1817.6174 1808.0582 1803.1378 2043.1545 2666.6542 2465.117 2437.5168 2341.2684 2667.1403 2672.4875 2297.8023 2324.6638 2499.2233 3098.9904 3171.0561 2949.6384 2990.2736 2636.4391 2640.0643 2659.2406 2679.1154 2941.6631 3109.0985 3147.0709 3114.2233 3164.0469 3066.2909 3217.0382 3376.6467 3111.4239 3234.7292 2752.137 2585.6993 2872.9955
"150" "Venezuela" 7760.5613 7066.9498 7124.2438 7649.5615 8316.4559 8592.2332 9126.7888 9496.2242 9445.6786 9232.724 8815.007 8671.5755 8337.8695 7785.6479 7713.563 7516.5871 7739.8767 7825.1821 8101.9523 7269.7599 7483.6489 8063.0432 8350.5807 8118.9109 7683.3659 7791.9743 7506.772 7817.2072 7693.4657 7192.7795 7322.9697 7468.2063 6759.6576 6251.3744
"151" "Zambia" 1147.0772 1141.5239 1246.7251 1281.0655 1187.6621 1246.1029 1414.6648 1322.2827 1315.8477 1319.1836 1289.1586 1328.6012 1295.5289 1381.7533 1342.0697 1232.852 1133.7291 1194.8181 1195.9495 1259.1521 1116.924 1150.4348 1069.4876 1044.918 935.64851 830.75229 837.26555 854.86055 832.25703 835.84214 865.6494 857.91931 904.25116 945.89421
"152" "Zimbabwe" 2880.1835 3120.4957 3245.9563 3305.9515 3541.3912 3386.0482 3189.8087 2799.5641 2925.0832 3168.3375 3226.6545 3752.3886 3614.1353 3801.6492 3089.4936 3064.0417 2961.1315 2794.0966 3028.7122 3409.2309 3448.0741 3822.5903 3156.4306 3072.6607 3159.4185 2880.5831 3080.2751 3135.2781 3127.5054 3220.686 3255.9299 3081.9819 2674.8818 2437.8611
