"Countries" "Y1970" "Y1971" "Y1972" "Y1973" "Y1974" "Y1975" "Y1976" "Y1977" "Y1978" "Y1979" "Y1980" "Y1981" "Y1982" "Y1983" "Y1984" "Y1985" "Y1986" "Y1987" "Y1988" "Y1989" "Y1990" "Y1991" "Y1992" "Y1993" "Y1994" "Y1995" "Y1996" "Y1997" "Y1998" "Y1999" "Y2000" "Y2001" "Y2002" "Y2003"
"58" "Hong.Kong" 6988.3422 7475.3203 8043.1307 8797.709 8639.0183 8655.9684 9555.9032 10715.743 11741.644 12339.396 13326.399 14195.967 14460.727 14970.492 15968.701 16080.847 17412.238 19354.216 20756.399 21176.483 22003.355 23192.334 24495.767 25617.345 26623.333 26885.073 27157.186 27917.899 25487.069 25357.561 27236.152 27021.053 27159.818 27655.807
"59" "Hungary" 5725.2514 5871.9112 6419.3911 6880.0124 7054.3751 7235.4092 7501.2528 7987.3886 7885.6645 8523.0895 8502.6172 8779.3797 9080.7118 9197.5854 9475.4733 9554.4331 9768.9898 10155.712 10330.551 10325.551 10086.901 9017.9642 9035.0477 9541.3253 9407.8889 9533.6547 9595.1936 9999.8033 10403.443 10822.469 11382.95 11948.432 12522.607 13016.209
"60" "Iceland" 11124.611 12813.771 12914.243 13845.052 14912.346 14675.399 14753.656 16258.273 17065.503 17721.721 18557.965 19150.457 19347.106 18679.376 19232.194 19644.072 20626.219 22196.795 21919.452 21703.976 21735.338 21508.714 20617.95 20589.627 21181.286 20976.735 21888.33 22837.79 23999.391 24719.547 25794.627 26309.362 25497.941 26351.555
"61" "India" 1154.4325 1186.9702 1158.855 1163.0661 1126.2129 1178.5283 1204.2322 1252.1147 1316.0928 1284.7522 1349.8332 1391.9192 1427.2563 1456.0349 1518.8063 1580.84 1632.7318 1702.0166 1784.5173 1841.3155 1897.212 1866.6095 1896.813 1932.8664 1976.0379 2103.8591 2180.8721 2244.0987 2367.8407 2593.2216 2643.8507 2724.2927 2847.0682 2989.767
"62" "Indonesia" 1279.1875 1364.4333 1514.2752 1693.6735 1715.7364 1733.7842 1863.4528 1978.1888 2067.0588 2066.5697 2082.7931 2075.1423 1960.3919 2095.9196 2245.6423 2213.989 2317.1841 2416.486 2610.8672 2792.8484 2917.4161 3123.3524 3313.176 3466.9837 3575.5429 3695.1082 3907.0144 3958.0751 3604.0292 3595.5684 3771.8611 3826.4731 3975.5759 4121.0218
"63" "Iran" 5796.847 6546.9522 7149.4602 7796.7022 7394.7869 7066.9049 8271.193 7005.4005 6608.9323 6322.4303 5432.8932 4554.1964 4779.6398 4984.5728 5218.6517 5205.9953 4583.2062 4280.9925 4073.9837 3985.5903 4419.7278 4620.394 5059.0596 5141.7084 5505.1276 5258.0126 5373.1395 5416.0237 5693.8521 5816.09 6045.526 6014.8632 6358.09 6398.1338
"64" "Iraq" 2003.4746 2098.5089 1897.6117 2137.5437 2141.6737 2222.8061 2827.2387 2755.9939 3284.5027 3655.9853 3386.1287 2032.9317 2115.8742 2811.5378 2622.2275 2380.4884 2628.3556 3026.0862 3002.7168 2712.9379 2538.2407 929.82503 1147.9418 1651.814 1655.6272 1343.3863 1975.3981 1339.9882 2129.7253 2642.9183 2445.3489 2469.415 2274.8786 1229.6178
"65" "Ireland" 7752.4221 7952.4545 8431.7227 8823.7672 8973.8972 8982.1974 9144.4344 9701.2337 10309.063 10635.523 10615.118 10832.817 10726.104 10537.995 10768.1 10984.219 10981.18 11271.821 11739.287 12447.048 13462.479 13663.685 13988.887 14283.135 15059.638 16485.436 17773.666 19647.909 21023.078 23189.97 24947.554 26140.257 27219.004 28246.984
"66" "Israel" 11455.26 12247.388 13086.872 13975.913 14236.757 14493.282 13937.531 13494.136 14014.995 14346.815 14014.894 14580.024 14705.848 15009.828 14692.648 14710.468 15152.298 16194.22 16275.134 15911.142 16537.604 17163.11 17677.551 17996.448 18824.272 19659.545 20328.509 20508.691 20780.07 20962.868 22236.9 21600.783 20945.724 20715.373
"67" "Italy" 11592.508 11718.614 12004.204 12733.201 13336.279 12943.364 13736.568 13973.495 14419.008 15191.212 15725.395 15790.585 15866.835 16030.783 16481.392 16972.178 17405.093 17925.972 18629.159 19169.571 19531.776 19781.674 19887.234 19585.193 19980.726 20538.174 20723.748 21129.231 21509.157 21867.769 22487.212 22831.647 22895.841 22923.658
"68" "Jamaica" 4409.881 4497.8728 4880.9556 4854.1873 4676.5154 4452.0647 4352.9311 4274.0638 4232.3144 4026.1563 3728.6497 3761.4168 3743.2627 3912.6205 3798.2366 3619.3794 3620.0586 3966.0146 4015.0202 4244.0265 4445.5683 4418.6929 4585.1263 4742.8541 4714.0746 4681.9648 4611.7536 4560.7693 4680.1523 4541.3548 4520.8382 4579.5644 4588.359 4584.3899
"69" "Japan" 11325.585 11686.512 12496.556 13359.793 12973.674 13166.801 13530.833 13966.452 14597.967 15290.264 15519.062 15845.013 16148.482 16271.97 16664.581 17434.241 17870.044 18467.776 19669.332 20635.449 21640.191 22287.714 22395.612 22356.321 22500.469 22876.638 23608.377 23942.374 23582.297 23463.753 23970.563 23947.582 23759.976 24036.441
"70" "Jordan" 4249.2278 4022.4782 4069.8906 3802.3765 3645.7617 3272.9725 3580.1155 3382.9286 4001.9261 4227.3291 4428.9337 4244.9051 4461.6936 4572.3885 4968.5915 5058.0605 5363.5232 5272.3171 4958.152 4062.9032 3538.2272 3407.9046 3383.6434 3411.5481 3601.886 3783.0838 3764.3267 3891.0537 3912.2457 3892.0216 3901.8369 3905.2156 3922.4807 3742.0157
"71" "Kenya" 1134.3353 1156.8275 1205.5858 1160.6834 1229.1195 1180.9934 1143.4854 1174.7 1237.3828 1251.0232 1260.5913 1236.983 1236.7924 1194.6512 1194.9484 1149.1441 1236.6046 1266.3325 1306.9105 1332.8947 1350.7587 1335.8059 1279.5591 1257.6449 1260.7439 1280.9396 1301.4408 1304.75 1285.4873 1253.3098 1267.7161 1257.2917 1216.0665 1217.7418
"72" "Kiribati" 2161.557 2077.9782 2284.0025 2720.0604 3881.5369 4029.2276 2903.6544 2725.5962 2715.177 2421.2098 1291.2778 1310.8487 1421.7655 1263.2174 1340.8379 1260.7026 1245.4922 1174.0214 1349.5144 1199.7251 1191.7575 1239.8068 1187.4761 1175.7628 1241.2555 1275.4984 1280.7545 1320.6855 1353.1657 1443.6477 1432.1614 1424.6122 1405.1108 1423.8573
"73" "Korea..Dem..Rep." 410.79347 446.0463 492.02148 536.78487 580.91905 635.6185 700.4114 774.34607 856.41123 935.76312 1011.8432 1079.5834 1131.0266 1263.9503 1415.6527 1503.3652 1562.9015 1689.2567 1737.9304 1768.5755 1788.4758 1668.71 1721.6771 1586.3118 1534.4947 1454.9136 1396.9077 1312.7615 1306.2003 1387.8258 1378.9527 1419.1431 1420.4188 1428.6893
"74" "Korea..Republic.of" 2621.3098 2787.8597 2870.1078 3131.6104 3359.1689 3458.2443 3757.7048 4082.7575 4473.5813 4787.2342 4556.5904 4725.1989 5007.2964 5456.9691 5887.0567 6193.5168 6741.89 7419.7904 8142.1499 8689.0189 9591.2677 10395.739 10809.266 11395.64 12321.324 13269.691 14115.328 14550.825 13264.846 14570.199 15702.27 16160.218 17133.16 17595.137
"75" "Kuwait" 64639.944 64336.282 63452.621 54963.352 45986.377 38648.107 39619.916 37457.942 36595.43 39803.028 29583.911 25125.408 23297.03 21287.556 20708.919 19946.508 19705.26 19883.271 19587.313 22448.771 16421.51 21862.501 25301.332 30996.767 30135.609 30567.18 30505.549 28782.799 28025.921 25350.955 25135.369 24518.019 23137.106 26098.343
"76" "Laos" 999.25577 1017.3091 1035.096 1001.8329 999.17045 979.06986 919.79387 901.63424 829.25767 877.75148 892.10514 969.01858 1005.273 990.75815 1013.1998 1126.0456 1144.3359 1084.3511 1122.1178 1289.7494 1309.4149 1315.2814 1347.9251 1324.9661 1360.3936 1371.7677 1409.8707 1432.5435 1220.6574 1277.0099 1257.3474 1263.8031 1423.8949 1412.36
"77" "Lesotho" 712.10502 718.74177 725.76811 878.48411 920.1553 798.37968 836.3086 940.97082 1203.437 1005.9331 1229.4635 1210.7525 1198.4157 1206.1037 1170.1486 1209.4505 1305.0776 1319.7657 1351.225 1313.244 1317.8606 1251.3291 1221.8691 1358.9388 1432.5605 1497.2796 1582.6862 1695.8477 1840.9697 1822.395 1833.9017 1838.1448 1772.8147 2004.5787
"78" "Liberia" 1981.7973 2040.2585 2015.4085 2123.677 2009.3321 1605.5436 1689.2268 1653.126 1753.9596 1778.194 1693.0252 1739.4293 1824.1437 1606.6639 1674.0598 1630.8278 1515.4695 1426.3518 1339.5132 959.04246 551.59306 547.5708 338.7905 218.49084 171.42246 170.55498 186.98034 332.16479 372.56205 408.84186 472.43695 486.82046 494.05809 342.46642
"79" "Luxembourg" 16819.635 17098.166 18014.826 19294.058 19944.758 18445.768 18794.828 19070.174 19763.882 20280.62 20382.121 20235.046 20424.946 21027.278 22331.524 22957.128 25160.037 26037.191 28190.476 30727.204 32032.858 34509.1 34587.424 35493.454 36420.085 36330.509 36964.36 39692.854 42080.979 44766.671 48217.272 48223.82 48592.057 49261.342
"80" "Macao" 7004.7469 7437.5721 8036.8489 8682.908 9389.7973 10148.927 10974.044 11890.275 12773.528 13613.025 14291.106 14958.799 15587.183 16028.897 16799.463 16665.392 17245.796 19152.359 20110.131 20730.377 21867.14 21615.452 23164.066 23873.363 24460.476 25260.866 25316.586 24944.32 23836.33 22980.09 24224.405 24684.797 26853.031 30419.526
"81" "Madagascar" 1381.6272 1394.5296 1383.737 1315.3253 1293.8465 1267.6091 1167.9512 1172.7227 1146.0753 1207.1882 1175.1886 1056.5371 1018.184 1012.8935 1002.0203 996.36146 976.73582 946.5271 943.95075 953.03574 916.41718 937.06623 879.49374 872.72097 846.50111 842.34324 845.31751 853.76563 858.19691 810.96668 822.88212 833.73077 727.04144 758.52696
"82" "Malawi" 470.92875 515.07136 562.24128 579.39084 608.67405 612.28546 632.2097 647.67385 664.0713 709.92478 707.23181 701.01723 698.95359 713.19564 715.18638 741.95494 741.06539 717.36232 680.59653 684.57376 682.27591 686.02588 602.47772 668.85437 819.05777 828.09677 810.93921 835.31942 827.15525 832.09731 838.98915 756.44345 749.87388 770.45565
"83" "Malaysia" 2571.7589 3083.6407 3299.9075 3573.628 3755.627 3762.8415 4115.5235 4295.4255 4468.9398 4751.7382 5009.6279 5206.4685 5362.9492 5549.6201 5795.826 5688.1297 5658.8409 5840.2977 6161.5562 6555.3916 6924.157 7290.0654 7818.344 8271.4492 8788.5016 9335.1928 10071.785 10496.416 10240.996 10851.942 11405.502 11335.007 11601.396 12130.751
"84" "Maldives" 626.64875 671.0449 720.69835 782.93635 852.13864 917.40351 987.89713 1066.9042 1188.4926 1276.4255 1467.5163 1588.8837 1491.4356 1676.5101 2056.1423 2247.1072 2374.5648 2496.74 2621.1427 2764.8671 3103.2472 3225.8681 3310.6901 3395.6222 3499.9066 3617.2627 3866.963 3970.2342 4201.8367 4085.3284 4530.1446 4463.6504 4652.6052 5153.8985
"85" "Mali" 669.83056 696.96564 708.78224 634.98934 658.37584 685.13289 721.25238 746.32968 766.38929 796.21683 818.60891 763.59463 713.85498 745.59901 757.16582 729.43742 861.80427 858.54696 829.86504 874.44127 863.89479 874.66123 916.61572 948.59204 921.50949 912.99172 991.96632 973.25091 1105.3308 1119.2931 1046.7192 1162.5125 1130.2033 1183.7415
"86" "Malta" 3015.7379 3163.2758 3473.0121 3790.4883 4113.3209 5121.2475 6021.6185 6725.7424 7652.1625 8449.3503 8569.5543 8732.3673 8547.0828 8904.5685 9113.4755 9416.6719 10078.699 10360.191 10861.352 11659.412 11958.711 12734.131 13741.669 14066.377 14617.451 15080.557 15816.915 16573.356 17261.046 18034.314 18862.836 18769.929 19383.412 18786.716
"87" "Mauritania" 1276.6612 1261.6029 1242.6341 1228.9587 1322.3429 1376.4095 1494.2839 1510.3185 1382.3132 1392.0094 1271.8671 1320.6306 1158.8912 1162.0186 1160.2525 1158.5281 1211.9153 1204.3316 1209.9509 1247.1413 1236.7825 1245.8201 1191.696 1322.5334 1335.3809 1385.1469 1397.841 1429.4762 1424.2462 1486.4463 1521.4814 1508.7328 1501.5584 1429.2345
"88" "Mauritius" 4222.0091 4468.5848 4521.0476 5018.3298 5210.9524 5820.3454 6261.107 6568.0924 6656.35 6710.8778 6276.0889 6355.1843 6793.236 6783.5299 6961.5109 7380.1281 7914.306 8662.6978 9012.1297 9515.1406 9870.9679 10348.922 10827.662 11255.092 11581.603 12419.079 12919.223 13148.631 13847.102 14064.286 15121.007 16282.062 15969.987 16463.804
"89" "Mexico" 5108.5185 5178.227 5438.1087 5698.2053 5850.7798 6029.7064 6109.4105 6115.8305 6438.0818 6831.6475 7200.8481 7623.4518 7405.3135 6936.7459 7027.8569 7082.3586 6684.2221 6619.9848 6529.4207 6676.9958 6877.1302 7034.4741 7147.5811 7151.9824 7327.2557 6768.5475 6957.7809 7288.9744 7527.8769 7701.2484 8082.0912 7973.758 7926.7888 7938.9185
"90" "Micronesia..Fed..Sts." 2297.2756 2278.9594 2233.5202 2881.4866 3245.0291 3150.294 3066.9927 3047.432 3123.0068 3093.8225 2785.2813 2960.0696 3011.2658 3299.7851 3260.875 3421.758 3515.5567 3423.4878 3501.0698 3402.1463 3424.7149 3536.8608 3569.3446 3717.1779 4226.5394 4274.9556 4038.2572 3774.6869 3735.0086 3465.5901 3781.6892 3793.6598 3823.0942 3853.7848
"91" "Mongolia" 1066.7285 1085.5731 1093.1456 1155.8442 1168.1218 1207.1768 1219.2594 1279.0503 1336.9889 1354.781 1402.8796 1478.6035 1558.9253 1603.9146 1653.9341 1700.856 1809.9157 1821.9508 1863.551 1861.9366 1768.2525 1567.9685 1391.7583 1329.0846 1340.2697 1412.9469 1413.6363 1448.802 1478.8193 1505.4935 1500.7813 1495.3521 1534.2329 1596.6202
"92" "Morocco" 2286.2987 2358.2952 2419.8923 2460.2145 2490.7107 2564.6014 2759.6114 2805.5138 2971.7973 3074.1374 3091.7576 3045.9382 3247.0543 3175.3006 3218.6392 3278.7687 3530.6697 3362.1017 3607.6943 3605.7589 3635.9556 3826.0465 3586.7033 3503.4391 3825.1467 3484.7108 3831.2786 3643.0854 3825.0709 3748.7888 3720.0483 3892.9702 3952.2463 4059.8567
"93" "Mozambique" 1001.6975 1050.176 1071.0567 1089.5419 1126.2197 1142.8134 1169.2403 1129.5647 1107.9782 1107.1384 1132.7007 1144.4542 1088.7542 1009.5254 950.70255 834.3482 844.26283 919.14908 1016.3231 1098.0293 1115.2159 1091.1768 988.87481 1039.1687 1078.9651 893.07892 931.52942 1020.3794 1096.0975 1048.0716 1093.1795 1253.9357 1317.2366 1450.976
"94" "Namibia" 5240.9944 5034.3183 4910.8209 4782.6915 4837.322 5033.8714 4938.6788 5309.7432 5268.8295 5207.2367 4972.5487 5365.5851 5452.0344 5235.5368 5122.4384 4862.4725 5034.0105 5564.5425 5222.3898 4958.8966 4467.4418 4931.0877 4982.4419 4875.5751 4894.3922 4899.0773 4869.2284 4843.3342 4805.4772 4916.7539 5268.5524 5107.5086 5297.8502 5557.1874
"95" "Nepal" 882.33941 861.3586 877.85642 853.60334 876.02892 900.46515 894.31319 910.32887 949.53683 952.90103 872.08053 928.75216 964.50544 931.493 985.12065 1019.1565 1035.8698 1024.4413 1073.8643 1113.717 1110.1578 1158.7578 1151.7444 1179.984 1234.6476 1269.3904 1300.7412 1331.7501 1334.8314 1381.3209 1421.0088 1476.5451 1435.309 1440.94
"96" "Netherlands" 15035.862 15432.343 15578.787 16163.364 16643.14 16489.363 17080.283 17485.47 17851.188 17992.139 18128.022 17673.934 17343.563 17579.4 17981.73 18377.107 18885.761 19102.875 19513.599 20308.377 20973.236 21321.975 21474.522 21437.508 21905.902 22434.481 23007.749 23751.803 24651.884 25508.906 26293.085 26494.187 26354.652 26153.731
"97" "Netherlands.Antilles" 12020.312 12139.727 12264.9 13052.662 12734.62 12124.775 12398.483 12929.342 13929.563 14230.077 15319.651 15318.442 14920.759 14666.586 14252.856 13711.561 12537.427 12773.57 12704.671 13445.005 13705.77 13783.248 14178.294 14772.038 15476.053 15348.458 15129.563 15067.252 14861.339 14558.791 14014.404 14067.668 14023.937 14076.731
"98" "New.Zealand" 14355.339 14632.877 15062.635 15912.683 16618.798 16107.77 16172.851 15543.212 15464.163 15476.215 15575.714 16014.513 16010.604 16652.002 17313.145 17186.909 17480.762 17502.728 17660.627 17374.077 17171.156 16859.059 16724.772 17498.362 18141.013 18589.646 18979.832 19360.206 19395.166 20176.546 20422.918 20976.585 21713.271 22197.413
"99" "Nicaragua" 6074.419 6203.8164 6306.5039 6273.3705 6411.8561 6861.7597 6997.0954 6879.2355 6812.767 5552.3204 5296.6964 5329.2355 5202.8062 5550.5455 5525.4937 5111.1465 5080.8966 4539.7859 4279.9644 3861.803 3893.29 3437.6534 3387.6177 3259.609 3199.7616 3269.7995 3291.1324 3198.6449 3236.4135 3252.8528 3437.8512 3470.3666 3358.3418 3410.427
"100" "Niger" 1105.9786 1071.6877 1036.2919 890.6234 837.01435 1038.5741 1128.537 1068.4792 1115.7366 1172.869 1224.4436 1290.4385 1240.6484 1231.9605 1029.587 1035.0435 1103.1413 1000.4972 987.96779 981.75104 997.46642 948.41222 911.10171 871.10044 858.52089 841.47612 805.762 833.7819 883.76183 884.76332 807.45443 832.30611 826.34514 834.82248
"101" "Nigeria" 1031.1532 1086.6434 1115.9788 1131.581 1260.3763 1188.9399 1226.91 1318.8147 1264.4397 1068.58 987.22009 1039.7883 1012.4898 955.84023 896.57762 953.20501 948.23325 915.27028 978.54909 1012.7216 1060.2126 1080.0255 1081.8167 1080.1576 1061.187 946.20317 1046.6419 1045.1809 1040.2731 1055.8488 1073.9304 1071.0568 1088.6188 1223.3602
"102" "Norway" 13221.758 13863.774 14285.76 14876.264 15469.768 16197.624 17089.15 17733.107 17982.073 18691.851 19521.166 19628.844 19714.525 20142.191 21241.797 22270.486 23192.478 23441.516 23340.869 23575.246 23991.507 24702.358 25370.034 25956.605 27270.049 28343.129 29780.832 31306.818 31948.458 32357.907 33092.155 33718.752 33850.385 34012.85
"103" "Oman" 9790.3831 8551.5395 8637.0907 7331.2408 7830.0418 9245.2174 11196.283 11066.704 10406.663 10267.656 9483.3708 10511.858 11036.314 11679.182 12602.901 13566.634 13403.706 12799.667 13404.744 13210.622 13842.88 14298.406 14854.621 15326.598 15323.045 15704.999 16011.657 16369.183 16197.903 15861.512 16193.182 17070.211 16747.887 16272.673
"104" "Pakistan" 1234.5583 1242.5449 1292.5941 1292.5252 1288.074 1336.8291 1349.4053 1417.5633 1417.0557 1504.3922 1590.628 1634.0683 1703.1374 1758.3943 1838.9447 1890.8293 1972.3432 2073.8915 2148.2526 2162.9163 2197.1446 2255.0638 2278.4045 2295.7504 2362.1136 2425.4016 2383.0292 2405.1559 2435.319 2485.9251 2477.1286 2450.119 2506.7868 2591.9641
"105" "Panama" 3834.065 3958.4413 3902.7618 4151.8428 4036.8807 4239.8073 4319.2088 4628.0164 4808.001 4880.9193 5762.815 6094.8588 6228.5171 6116.0465 6165.5707 6458.4124 6536.766 6533.241 5958.4593 6077.4303 6145.9131 6814.849 6942.1067 7019.5205 6957.5566 6928.5963 6924.6375 7249.8947 7677.2147 7823.9939 7934.7986 7945.813 8051.2665 8243.0019
"106" "Papua.New.Guinea" 2095.4325 2248.427 2593.7336 2681.9926 2588.281 2560.8818 3984.5972 3679.6955 3837.1648 3804.5065 3615.9268 3547.6004 3381.1423 3463.5744 3394.4692 3625.3893 3693.9323 3677.0764 3513.1411 3512.7603 3248.4694 3417.099 3542.7406 4469.0945 4543.5184 4251.3342 4292.4248 4147.6117 4330.9735 4784.0499 4354.5767 4432.6972 4444.6026 4492.2177
"107" "Paraguay" 2986.044 3049.1766 3137.8482 3172.4975 3300.9515 3490.8217 3595.7731 3895.5523 4189.3018 4522.4796 4853.5295 5096.6749 5045.8547 4881.112 4870.6088 4943.8428 4787.4899 4849.1156 5029.3515 5166.6696 5111.1266 5097.8165 5107.2969 5183.1105 5158.2685 5263.7975 5226.9136 5247.8348 5118.709 5057.3969 4965.4137 4994.7209 4773.0019 4718.4611
"108" "Peru" 4629.0953 4705.6728 4716.58 4868.2526 5122.5515 5205.4213 5181.9106 5113.8837 4784.266 4776.7782 4969.9137 5051.1736 4986.7358 4323.1241 4338.2749 4337.0604 4713.7514 5034.1358 4487.8084 3775.8196 3522.7656 3509.9817 3417.3372 3493.6737 3826.7085 4047.4881 4079.4902 4261.1974 4158.3358 4152.4191 4204.5004 4144.9487 4265.4534 4351.0604
"109" "Philippines" 2427.1298 2492.9356 2591.6556 2771.7411 2744.9551 2866.546 3042.9728 3134.5245 3159.8813 3152.5354 3293.2861 3381.8722 3312.746 3331.1642 3200.8586 2927.9267 3028.0053 2972.5658 3086.4327 3164.9597 3208.7882 3187.478 3167.3553 3156.339 3289.8183 3274.0386 3339.7291 3514.8349 3317.0532 3457.6799 3825.6154 3644.1967 3616.6498 3576.1127
"110" "Poland" 3898.3018 4149.8881 4530.2745 4991.0365 5338.9015 5820.8844 6299.1583 6638.5464 6761.563 6581.5051 6236.4821 5653.2067 5118.3663 5318.0096 5539.0943 5839.3282 6057.3895 6160.5409 6338.1742 6291.8167 5897.3775 5793.3916 5906.2721 6132.9695 6384.0218 6792.2569 7180.0226 7630.6231 7969.0249 8304.8064 8611.0045 8728.192 8867.0995 9217.1105
"111" "Portugal" 6987.8429 7469.3671 8002.0127 8848.9289 8988.2672 8335.4431 8786.3084 9208.1792 9235.0897 9561.0378 9956.7722 10105.404 10283.455 10164.342 9885.5737 10133.854 10725.396 11397.24 12292.402 12911.079 13621.452 14035.207 14156.559 14002.796 14459.231 14679.387 15152.581 15664.274 16287.195 16826.976 17323.14 17548.759 17573.495 17333.172
"112" "Puerto.Rico" 8415.139 8855.0876 9379.3909 9416.8826 8701.1366 8904.2858 9784.5646 10252.748 10898.753 10774.452 10721.557 10420.992 10163.942 10863.289 10992.137 11872.763 12361.333 13132.357 13954.673 14675.451 15119.57 15426.918 15648.836 16154.655 16688.286 16419.838 16780.377 17862.126 18572.777 19336.066 21211.215 21008.023 21489.9 22230.419
"113" "Qatar" 66884.69 72334.664 73105.755 78913.495 84694.634 67414.837 65176.938 60365.254 60539.048 58591.482 52382.582 49642.611 44470.368 39384.574 36919.699 32664.769 31463.536 29464.328 28926.754 29384.693 28739.805 27022.401 28492.63 26848.196 25641.439 24527.696 23438.027 27484.848 30927.748 32114.721 32260.653 31817.759 33436.997 36183.098
"114" "Romania" 2374.5909 2640.7896 2879.0139 3407.571 3244.3607 3548.1078 4246.405 4484.2469 5152.4604 5403.075 5626.5369 5826.6915 5956.1263 6216.5765 6580.1674 6532.6064 6643.6501 6677.5111 6572.8852 6010.6241 5636.6918 4913.552 4510.8586 4581.905 4800.8459 5236.4471 5518.5396 5281.6804 5144.9275 5146.5924 5211.1096 5474.9445 5789.0867 6057.5668
"115" "Rwanda" 1056.6069 1022.9151 993.56255 1019.0039 985.21102 925.03738 1088.9975 1075.043 1147.2866 1245.8063 1255.0464 1339.2939 1289.8938 1343.5731 1190.9723 1214.9967 1257.6011 1227.9781 1188.9314 1217.5831 1005.6422 1016.5307 1039.8153 901.32647 521.78398 840.79869 927.82151 858.85764 943.16198 975.28572 1018.0696 1071.5829 1149.0368 1297.2255
"116" "Samoa" 2583.8477 2606.6434 2633.1154 2694.1447 2768.5176 2835.9034 2918.743 2977.8658 3054.1205 3042.3673 3272.3963 2925.0351 3025.9545 2916.3856 2921.8822 3065.0167 3144.3842 3061.4501 3081.5315 3144.5856 2763.7536 2657.5423 2530.4972 2573.2283 2334.7262 2485.785 2675.9626 2719.2375 2850.6681 2866.3979 3070.9174 3269.6875 3329.0561 3456.8541
"117" "Sao.Tome.and.Principe" 977.00411 1076.6634 1092.9059 1042.1522 1117.09 1199.6345 1209.3849 1593.3055 1616.5553 1932.6102 1806.1095 1427.5615 1437.5808 1319.22 1214.7111 1315.1283 1262.7208 1270.5866 1429.0882 1485.9156 1475.0908 1437.2982 1341.7338 1299.2689 1298.9536 1269.8256 1229.0166 1316.0069 1296.6135 1242.9011 1300.1829 1355.4008 1352.9407 1383.8309
"118" "Saudi.Arabia" 14963.824 17514.012 20951.634 26600.123 32129.467 30490.934 31517.457 30271.191 28627.973 30958.621 30967.707 30683.276 24656.508 19963.234 18238.421 17382.994 17263.636 16144.032 16571.774 16047.442 17420.474 18571.085 18677.842 17647.577 17401.017 16916.235 16999.693 16760.031 16456.281 15551.735 15826.516 15484.408 14689.662 16010.148
"119" "Senegal" 1496.0632 1456.9982 1459.1593 1362.2957 1387.6783 1448.6804 1570.4929 1465.5009 1427.8446 1479.8795 1414.0663 1350.522 1518.2322 1512.9075 1391.0781 1467.4207 1458.878 1474.9161 1520.1115 1456.8398 1441.238 1412.1951 1385.4777 1329.2653 1353.3234 1330.2076 1347.0946 1414.5092 1411.4388 1492.0208 1571.3673 1389.9447 1371.4986 1406.6001
"120" "Sierra.Leone" 1325.9487 1340.1652 1305.7046 1318.3658 1361.7289 1371.0269 1309.5433 1302.3736 1290.8836 1334.5139 1342.6782 1356.5201 1396.8723 1339.767 1325.9505 1407.4306 1327.538 1372.0136 1256.0833 1196.8844 1177.8388 1073.8887 941.51165 909.41571 905.60717 946.17909 961.92693 801.69129 721.57936 663.05978 683.72976 666.45777 689.54164 712.76525
"121" "Singapore" 6843.5726 7445.3095 8046.0357 8835.6443 9419.567 9351.9179 9842.509 10176.962 10957.375 11947.264 13001.41 13130.883 13420.221 14406.018 15187.134 14594.529 14700.085 15894.01 17036.573 18142.434 19472.463 20217.398 20937.375 23092.783 24501.349 25819.481 26739.54 28305.655 26454.187 27484.457 29433.771 27194.096 27413.935 27004.432
"122" "Solomon.Islands" 1994.6139 1867.2701 1727.9425 1842.7759 2146.8333 1931.6405 2144.5032 2319.8259 2476.5842 2892.3548 2620.1133 2610.6311 2425.112 2070.41 2140.7025 2126.7337 2035.9015 2051.9398 1938.6947 2156.7033 2188.4786 2219.5113 2509.6223 2530.219 2518.422 2675.5454 2672.8748 2553.7319 2514.7104 2423.6071 2012.588 1784.1943 1695.9064 1711.1437
"123" "Somalia" 1373.6119 1379.9059 1618.4948 1384.4796 1468.6117 1392.5039 1189.7293 1307.3282 1443.2986 1257.3545 1136.8935 1107.0604 1202.1647 1104.9757 992.38211 878.35523 980.05574 993.06251 1034.0296 998.81935 993.5772 1014.1604 943.40955 949.60223 749.1685 735.82485 744.23099 704.79236 699.44886 682.73789 681.63299 679.99231 679.77611 682.45128
"124" "South.Africa" 6404.0433 6481.2315 6681.5227 6706.8261 6569.327 6821.4529 6984.1142 7137.7537 7083.2647 7219.7286 7513.6643 7466.7274 7588.3032 7794.1384 7761.3718 7649.3067 7427.4021 7457.9504 7542.7146 7686.6819 7723.3785 7562.326 7278.5244 7283.9236 7311.0059 7335.4042 7545.2837 7672.0608 7696.9878 7915.6241 8226.0625 8447.0055 8654.6818 8835.0217
"125" "Spain" 9327.2299 9624.8257 10354.347 11084.269 11620.054 11554.511 11839.198 11956.92 11958.371 11896.833 12063.145 11953.274 12034.147 12186.718 12346.41 12584.385 12946.394 13612.474 14252.742 14889.027 15396.242 15733.512 15825.625 15595.04 15916.895 16312.368 16661.219 17259.717 17983.724 18741.198 19536.381 20030.993 20319.229 20642.286
"126" "Sri.Lanka" 1241.1447 1284.9187 1363.2389 1446.9718 1496.6794 1506.4062 1519.3388 1546.025 1664.928 1736.7556 1854.0341 1989.4789 2097.893 2071.0748 2110.4482 2359.4839 2442.0472 2440.2623 2480.1916 2525.8744 2755.8986 2736.8075 2917.2815 3044.4587 3153.5638 3352.8383 3495.9037 3647.1068 3740.1331 3904.4703 4046.6302 4045.6195 4111.0282 4274.1672
