"NUTS_ID" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15"
"107" "DEB2" 18182.2315766652 18871.5834099935 19595.7781910554 20362.2055219855 21146.9304943495 21900.0653161955 22580.2133164756 23145.9673735507 23575.0862351457 23949.9738692171 24437.0204460984 25018.6203170481 25655.2445619492 26336.3850099567 27042.6943603139
"108" "FI19" 20066.0357995179 20795.1357506698 21529.6699738988 22323.8510211749 23227.1442486443 24189.1988490652 25139.3209354126 25960.5448048112 26481.6134047197 26729.582513827 26958.4497660668 27193.4795931603 27338.5844642584 27378.7201136061 27388.668761167
"109" "SE31" 21063.2747790079 21704.7076224499 22432.0165012506 23250.3242311767 24111.6309877951 24911.8850696839 25609.1738173744 26079.6829602485 26262.1304169078 26290.4848323144 26448.7739847254 26686.548079227 26929.55348335 27121.6888719483 27298.1243625402
"110" "UKM2" 21815.7049527095 23065.6931962992 24313.1686474553 25513.1076023366 26618.3793735088 27483.7560571637 27993.0690497319 28000.7487784977 27538.3346227883 26861.2461573712 26250.7694173678 25914.3910527202 25907.4746065915 26139.0810537098 26485.0754317484
"111" "EL30" 21275.7357120618 22945.6770238991 24603.5006218065 26181.7804680302 27676.5304253275 29022.6794815708 30190.91175658 30956.2826531238 31143.3016929181 30695.4731731789 29789.3731202554 28698.3018527882 27729.2599901769 26965.519855375 26325.6721729079
"112" "UKI6" 23374.6484974935 24152.0331230972 24965.4739891019 25794.7020362132 26576.9723668802 27170.3877577581 27436.7354068011 27258.5404707221 26656.4504411459 25881.7463343819 25304.6770961558 25074.4122586925 25195.3730188319 25564.074612023 26093.7725907018
"113" "BE22" 20718.389027123 21136.1540858804 21546.496900298 21916.8505722955 22287.5286997445 22696.1487889496 23150.3237542561 23562.2827037774 23868.2029449462 24154.2965525903 24607.8631303466 25183.5148334373 25786.6057162292 26373.127459739 26965.2148303869
"114" "SI04" 18290.6624129987 19492.113638462 20727.0588778455 21998.2539629156 23288.1253049831 24499.3786812928 25520.6198202917 26208.5538614203 26448.5867728723 26316.7559050142 26137.3247245528 26039.8757533928 26052.0195575103 26178.9865823386 26401.6841441094
"115" "UKE2" 21421.7176714812 22791.0399594739 24140.8874200296 25341.2188321954 26303.4509878139 26916.4056655763 27148.3524861234 26980.9361636041 26468.0650143874 25858.6975686655 25454.901954329 25357.3546882816 25529.9479747347 25879.3972677745 26307.6263455295
"116" "FR42" 22781.6597699024 23083.513062549 23356.3007920112 23605.5953050969 23923.960821892 24323.0663136669 24762.7470201895 25151.1475710408 25386.3730725715 25518.345019766 25679.1652159969 25902.0002614746 26143.3503218497 26407.3955209371 26675.3799310556
"117" "FI1C" 21131.5740931246 21798.6751079382 22508.7242678517 23272.8817006954 24116.9116514427 24926.9172929561 25634.2959338673 26134.1381159347 26300.0470314984 26224.1637743484 26222.6219132355 26367.6888130144 26536.0123324223 26657.4101201139 26767.9378515564
"118" "UKG1" 21154.8594890086 21873.9135223144 22648.1900373787 23505.08535239 24352.285379556 25000.6623747019 25332.7229329243 25246.8676693671 24876.2615299064 24474.5706333199 24347.2592535998 24563.8603634074 25058.345454828 25690.4683618016 26374.6476454959
"119" "FR62" 19959.1481809446 20633.2981450866 21249.9844002775 21810.4155343523 22403.8026311016 23021.6902888195 23559.0146848242 23907.2415502223 24076.394266549 24203.3375673036 24444.7131033376 24844.6285147342 25344.0373450421 25892.7525754531 26449.5412119517
"120" "UKF2" 21513.2434274448 22364.6235323589 23245.8846888817 24160.5681834449 25040.8737522586 25761.310222182 26205.846619713 26264.6423358001 25938.9213022381 25443.5646770934 25067.2262100746 24915.5893025552 25035.5811622967 25359.6347086519 25782.4898750062
"121" "ES53" 23889.0368076814 24372.3846476734 24825.4865984363 25270.5152271135 25789.5652450984 26357.4489274462 26854.6481099964 27088.4528001972 26953.4093078973 26553.9114949138 26145.8077338004 25848.3205579243 25693.3432632449 25657.0378564537 25700.6314221228
"122" "FR51" 20702.5810653462 21260.9251018271 21770.8561678525 22222.2132766749 22689.49845469 23179.6596040258 23637.3248740597 23994.3768775252 24192.7262473061 24319.1833158822 24541.7222161642 24881.247750522 25271.9891667388 25699.1760725146 26136.519808871
"123" "DED2" 15733.3872231992 16727.1168807697 17715.5045826282 18672.8696721399 19571.0507594491 20370.227307158 21051.2106563567 21583.5757789901 21960.7039419862 22306.6042876344 22799.5733275063 23424.8508871521 24135.7450597209 24913.5877964176 25733.9918388916
"124" "UKD1" 17956.0828443996 18882.6925231561 19848.3289468086 20846.7880565483 21832.1331620768 22654.9414840481 23304.6489371839 23649.9007987583 23718.5985160957 23626.6594087195 23615.0250335776 23776.3714422228 24200.9706808355 24806.8753648405 25479.9828007289
"125" "NL13" 20364.2269267725 20831.2102277161 21303.9172203761 21815.0779600342 22460.7957467123 23238.7614068263 24008.9384473186 24593.0885500391 24827.5432452668 24773.7398952745 24712.7089430922 24785.6824485062 24987.8590404077 25284.7281559273 25611.7217857301
"126" "FR21" 21391.3107645987 21719.1724282973 22064.4243696601 22441.3892778238 22918.0819427793 23411.8948700658 23837.3274543779 24106.9759111995 24159.4640633142 24140.2995877136 24249.475911259 24488.5385267776 24755.1167812951 25076.673857553 25439.8542532852
"127" "FR23" 20720.7511335487 21179.0528496758 21618.0343844351 22037.7271005107 22499.276859077 22977.7931852268 23400.5013066006 23682.1795412024 23769.5259979803 23820.09005929 24012.2969478102 24329.3574767335 24704.5149476026 25114.3154656829 25534.5827446235
"128" "NL12" 19322.2432869296 19722.5951994638 20135.3881860893 20633.4480889831 21299.938640548 22132.6718789495 23017.4696598652 23786.9263383412 24286.8411238447 24557.1050117086 24799.7144174507 25079.5289547152 25333.4539303543 25549.6700184659 25743.0052642908
"129" "UKM6" 19443.608239666 20481.5983118998 21544.611065787 22644.6134530771 23722.4346549936 24535.7657002678 24918.7080728319 24891.6407445753 24567.9493957342 24126.3571874129 23798.7153773982 23748.6580734908 23980.0249231076 24424.8702819071 24970.4445178505
"130" "FR61" 20588.2088548209 21159.0393510753 21667.7564305583 22106.8003803265 22569.7704585473 23069.1778625357 23526.3705162391 23851.6278855994 24015.01015396 24154.3170429685 24388.946649639 24685.6063441104 24964.7720325795 25213.2226061854 25439.3734308546
"131" "ITI3" 22517.2110128766 22931.1060197646 23310.2472645923 23694.9040221372 24155.7060048418 24716.0982816069 25294.6129605583 25711.2064247651 25834.6969836067 25740.1099185003 25608.9189934858 25488.1803856435 25359.5232330954 25222.467812261 25115.0106822643
"132" "UKD3" 20422.0847314685 21534.2333634409 22610.8484383784 23626.9190610954 24555.6985862659 25254.1333187885 25618.2577897593 25567.4451992684 25146.1475010443 24580.0254169324 24119.3560686113 23905.6125110501 23997.1708282404 24291.5091024056 24670.5580832506
"133" "FI1D" 17604.9489717678 18366.3103413665 19190.8798754823 20083.2560840137 21033.4966967823 21954.338470167 22785.1586890619 23424.6404831343 23773.8415918015 23905.8772771796 24106.048146696 24386.7144434298 24663.2687069886 24901.229166031 25119.9910560978
"134" "UKE4" 20407.6486253583 21362.8951414652 22348.9178775149 23354.4298308154 24312.3171382728 25082.7571638622 25539.9565294356 25592.8807106267 25272.1021383596 24769.3323298581 24344.7464602085 24135.4265317197 24143.2951130674 24300.6065278521 24532.6878815834
"135" "UKM3" 20012.4602077862 20969.191500637 21907.9291602421 22863.6089132536 23805.8978206851 24582.2855174296 25007.3179870705 24994.3755304024 24615.6675702885 24056.303444728 23562.8856804734 23325.0082531212 23394.2034293918 23722.0021555066 24180.8628289839
"136" "UKL2" 20901.8327968056 21865.3666984143 22860.6073525342 23876.80283993 24797.504064961 25445.9734775978 25709.8728774173 25517.5083075805 24939.6061508618 24284.0914608227 23836.5523068869 23709.1221247462 23848.0859809908 24134.2694022512 24472.8041581997
"137" "UKK2" 19944.4154065473 20617.5811435647 21331.6404155346 22124.6737744389 22949.6993057742 23675.787291127 24148.0561231595 24263.498227954 24055.417051887 23690.9563248626 23408.3930484827 23335.4512123716 23486.5119183959 23790.2840744431 24177.6346814571
"138" "FR26" 20165.9261210578 20564.9829471406 20953.4915938542 21342.5066102868 21798.52389051 22285.2382709495 22734.5807655494 23048.844264902 23140.7887371115 23123.359067898 23182.9739450434 23374.3146054664 23658.7864548783 24017.9045621161 24407.7781632361
"139" "FR83" 17236.9587700907 17676.0962544292 18093.3203355531 18518.5422095394 19030.7418187762 19641.9323521257 20295.2083074457 20926.9550062538 21506.3244408766 22046.1558026396 22574.2763723286 23079.1285023067 23553.2703253644 24024.5994139234 24496.4900883469
"140" "AT11" 16531.9291324195 17127.0357183401 17749.0336430736 18356.4885304985 18916.1206216014 19385.6119924893 19800.0654198128 20164.8857614244 20501.4674080064 20900.8230284133 21469.7305062184 22186.8360404493 22987.6289491381 23777.7047838454 24544.6384642696
"141" "DE40" 15423.7849048356 15982.9462802347 16570.3020708601 17216.7752871005 17942.0406080071 18715.088666695 19482.183598998 20171.1753540789 20744.7645052608 21250.263569214 21823.8227417674 22433.5500476753 23043.7418730095 23645.3265962136 24254.2338960497
"142" "IE01" 17487.3611107137 18973.8173991842 20430.2959099405 21767.008081399 22937.3180063855 23803.868484702 24271.3314351291 24211.7598188945 23693.7935676059 23088.1910418473 22734.7036313862 22718.9721592943 22929.0848676215 23298.0944529308 23754.4000329657
"143" "FR24" 20522.7779057716 20977.0278282889 21395.6332858828 21778.6253611036 22190.7338107603 22604.1083338855 22944.38121979 23136.5274243629 23146.420908327 23126.091244507 23220.1406603953 23424.9967843631 23685.8647391184 23975.9501618712 24270.7203315724
"144" "FR52" 19782.6829300003 20346.5183223507 20897.124445901 21445.829100275 22036.4201737526 22593.3528985692 23003.2552791603 23185.8188561901 23140.214325657 23043.8813665692 23083.8253658297 23280.0306916904 23559.0696538706 23882.709651419 24219.266938765
"145" "UKH3" 20102.2487445343 21165.94904384 22197.2895440202 23153.3585989349 23943.6782354012 24501.2331044063 24784.0193392733 24717.8357766202 24327.0381587815 23809.1285038323 23421.2827244426 23243.2161726694 23271.2389646587 23446.7466289295 23715.7364596555
"146" "DE93" 16743.57409199 17053.0393179491 17403.5326891898 17843.5960601219 18389.2060548847 19001.363927998 19626.7979652002 20196.01822375 20667.2470864738 21111.3440203985 21668.4089587146 22300.7267913494 22943.6369748355 23564.3626790896 24187.1451580549
"147" "DEG0" 14665.8404154722 15298.6299663517 15952.8850507556 16650.2904075922 17388.0691676486 18139.3979964974 18863.3624928874 19496.7445761278 20014.1881666656 20518.8580527677 21175.6489160342 21922.4381496225 22668.9993201246 23401.5158901928 24143.1314312595
"148" "UKJ4" 19816.4860597984 20749.0861451859 21663.0484610056 22515.8814544601 23287.005818991 23873.3012153262 24157.7263731553 24107.5118277155 23776.6518945392 23329.9389967243 23031.9012542424 22966.2765475892 23115.6985565819 23388.1967134229 23721.2886812621
"149" "DED4" 14351.5909354004 15097.5109165031 15867.1763479418 16668.7309334119 17499.5701609381 18330.0925691993 19114.7654711241 19771.2413685696 20262.8102880127 20685.3636369593 21220.7431768331 21829.1324871447 22451.3962391109 23087.7379060057 23762.1375628453
"150" "ITI2" 23075.7064580405 23226.8510975629 23349.8827037987 23524.3920678515 23805.988748217 24198.3795725344 24624.3131687287 24910.797433119 24928.9501550278 24724.1615344787 24513.189746691 24332.927121367 24170.1556287388 24022.3888996196 23891.9156642245
"151" "UKF1" 18991.075487069 19796.4765420313 20603.3055190625 21413.5540935067 22212.6850576578 22871.9925488487 23228.741095187 23220.6764169646 22924.9456592433 22559.3877403707 22385.8502732156 22464.6788321873 22746.4829479806 23155.5235381403 23624.6242485346
"152" "DEE0" 14540.8511825076 15238.4518370858 15961.5163024628 16713.3560955037 17503.4401246794 18307.1003231804 19083.1182042485 19757.1392294164 20289.5099475373 20759.4346307576 21327.7959596177 21953.9670737372 22608.8737591962 23254.8070702775 23900.638259792
"153" "FR53" 18939.892051808 19478.2137426766 19978.1527052559 20420.8120124284 20854.7903042357 21261.3562987307 21597.0122652887 21808.4434654882 21874.8131984612 21949.9338088619 22175.6475295906 22541.8071841296 22978.1619912268 23439.7720201695 23901.1914216484
"154" "BE33" 18215.7206878797 18589.0910917173 18973.8661854942 19365.5960844748 19796.3323142446 20255.6310268729 20717.6352041501 21131.5868635667 21475.9063899495 21803.9602699543 22220.9699678452 22687.5233046935 23128.8529067154 23520.187671376 23896.140031066
"155" "UKG3" 21771.9699997468 22485.7009616637 23171.9167236212 23805.3899317934 24365.3865565754 24734.3101792751 24800.1025321485 24509.2157187675 23920.0854375601 23281.6728719517 22855.7255353581 22714.9232816826 22827.0298791715 23077.4213710017 23379.1490196826
"156" "MT00" 16171.388088114 16588.6385092613 17058.4668363104 17571.2688136812 18124.0854919839 18718.5549116399 19320.461434353 19908.6206359648 20442.5742628201 20928.4847595096 21429.7026885727 21925.0210510273 22436.4804177197 22966.1179913318 23510.1341077102
"157" "ES41" 17033.4007878809 17976.0884868149 18929.4320596879 19891.9132225487 20889.3045618959 21884.6725486203 22778.7949237093 23410.9018203712 23671.6161840207 23641.8166688132 23502.9233394607 23349.6655936651 23228.3050948146 23161.1570113109 23150.0076963856
"158" "UKK4" 18142.1623682363 19206.8606753488 20248.8130035436 21244.175665847 22145.2948947183 22801.4488160815 23134.6683727056 23114.7526967865 22817.9539808872 22430.1639860848 22166.4018365147 22108.8604185384 22297.1083246753 22657.2964804786 23084.0384795533
"159" "DK02" 18468.0397086168 18942.2526692677 19405.5792765398 19840.3727499718 20292.0936248557 20719.7427964881 21099.5861801888 21356.7308438394 21496.3500664912 21642.5401921813 21919.9815543084 22270.5480555218 22648.9165497817 23014.4762021648 23382.7895297827
"160" "FR25" 19039.5404901663 19525.0121988328 20004.1574290725 20466.6477506459 20949.4895446613 21415.0255521239 21801.6801868932 22045.4737744887 22130.1578105272 22176.2079867069 22315.2747450421 22538.8152496738 22787.8427055362 23061.1598776158 23343.5146980133
"161" "FR30" 17888.627768345 18427.3772716754 18951.9463320705 19459.7741431272 20019.9884853108 20628.1532761866 21212.6342756698 21681.292719486 21971.9683592536 22153.4941114731 22363.1879551645 22617.8088115122 22876.0055288741 23141.5775457663 23406.1634160848
"162" "FR72" 19185.5160348081 19660.152299493 20121.1059986085 20561.0701986666 21033.3610064016 21501.5232967615 21891.7641836696 22130.0470535679 22175.6530235107 22191.0556819819 22326.6241337034 22574.1585742802 22857.1993379246 23151.4213869641 23439.3477896583
"163" "DE80" 14846.6569680457 15366.8546616014 15911.5872402697 16510.6928433071 17176.155651527 17886.2489908136 18607.0612828067 19290.881110616 19872.867252102 20385.637507427 20930.1509164166 21481.6645177082 22010.6112033125 22538.3575424071 23084.5723116394
"164" "ITF1" 20493.2537874305 20508.1281241916 20492.0818549637 20524.8938738875 20703.6099783091 21089.2929457528 21598.4279572135 22085.2133223655 22436.098877729 22667.9003282459 22919.6575584213 23175.5464002408 23352.5974763428 23419.7539853272 23433.543529579
"165" "UKC2" 17209.1669275372 18491.4460562971 19756.2584766511 20955.5061111857 22048.0895262231 22872.0283102961 23273.6477277415 23215.7485132489 22809.3477650692 22290.9428193334 21943.5353697615 21875.5762589803 22028.5506704545 22299.8515862121 22630.3038810083
"166" "BE35" 16931.526105121 17406.3854969056 17886.2807118708 18354.7458936925 18828.5502721469 19315.7037340197 19803.6481225531 20245.312683546 20625.0429631888 20983.9344783048 21391.0758716068 21790.1262692788 22158.1726580481 22489.881821557 22818.6129181602
"167" "UKE1" 18335.7629112982 19404.7808099209 20484.0766427359 21535.1634143482 22506.1018665248 23275.3265947373 23768.2958958131 23930.4158114219 23744.1650399031 23347.1557497686 22869.9337031458 22483.4997421992 22267.6653165899 22176.8819172271 22170.7745843659
"168" "ES13" 17693.3468073942 18628.7885420821 19549.294787587 20451.3238879927 21387.4470213689 22338.0235437067 23189.4212875782 23757.9243185623 23909.5092962255 23708.8849891641 23363.2386785786 22982.3360474031 22633.824589999 22356.1780331436 22150.4581692139
"169" "UKD4" 18695.6942748685 19573.9017841594 20468.7982094715 21353.2481813601 22157.1086168654 22721.7167240098 22975.2723321175 22890.5005946708 22492.0830920134 21966.2213093417 21564.3834371297 21399.4422563572 21493.9691980627 21758.6249322679 22089.0350573044
"170" "UKG2" 18374.3716411584 19198.0598978471 20041.8486919505 20862.1489772277 21608.6759167257 22141.2008371351 22382.1069184704 22295.1852068046 21943.0896412551 21501.2445278509 21234.1798300201 21214.2263867345 21412.2462641629 21748.8253065966 22142.5899560605
"171" "CY00" 17910.8310594265 18830.6785947858 19764.793160637 20786.5332123059 21942.8902994167 23171.0106576246 24353.1780746781 25328.3146331057 25910.8339234875 25990.6191951068 25679.8202694887 25044.0878969411 24200.3015846542 23258.2867763071 22327.8206620344
"172" "UKI5" 19042.9162826668 19549.9166848811 20066.0504818687 20592.464398822 21103.7370838342 21495.6528811872 21663.3982017494 21534.8549953991 21155.7614997348 20710.2791530913 20469.6475538455 20527.46163588 20854.172724462 21335.8382831179 21897.8481394602
"173" "UKN0" 18914.7874461427 19739.7676449459 20594.3818523663 21501.9012538297 22390.4959383833 23140.0317944615 23599.8953603575 23629.0680872506 23214.5481686629 22594.6829041563 22069.491886307 21779.8454430257 21727.4952004143 21821.4175136906 21982.1895060059
"174" "UKD7" 17647.9296880401 18621.9807222827 19588.363006439 20503.8908748572 21343.2405808555 22032.4658377748 22506.7018660192 22663.8893519488 22544.8966833605 22260.3699517398 21945.771779234 21694.9055957123 21578.2513463665 21619.1040810744 21748.2386342951
"175" "UKF3" 18090.6198268825 18880.2907254905 19591.4624517973 20180.7893174232 20606.2916417009 20909.0634531755 21081.1921177199 21049.3148486989 20823.0781206421 20532.2380322873 20414.8581830695 20543.8440872578 20893.7239498301 21384.0109218033 21919.222322221
"176" "FR81" 17478.2916985392 18004.9646223035 18503.1108743016 18975.4094431985 19472.0415777713 19983.123015885 20455.2428429615 20821.6904618807 21038.9164206491 21171.900793372 21327.3970268509 21520.6544409479 21714.5388312288 21916.6112827077 22116.1066674022
"177" "EL42" 19721.2058685124 20669.1019849759 21645.6051624775 22684.266144459 23731.3388483659 24671.5946085302 25400.7905435453 25739.22863464 25539.0843760757 24758.2566805713 23684.3909606737 22595.8115600385 21757.3402686134 21226.4690267399 20875.5153317813
"178" "ES11" 14501.9524203274 15483.7244327181 16481.1840578563 17512.6229992549 18615.3435111695 19760.6281679751 20837.3045822594 21660.4998597342 22087.3723729499 22157.4005168991 22056.0831069029 21895.7348755781 21763.6972584372 21699.9941109004 21686.4577270375
"179" "ES12" 15733.5126445865 16718.9900817933 17715.1054958662 18745.4584505845 19863.2316303888 21034.3343676262 22118.5589337817 22890.20410152 23200.5992141006 23110.64095854 22841.1301475986 22499.1650406703 22153.2630735333 21856.0752754585 21619.7305839514
"180" "ES52" 18166.5593770001 18946.5223301882 19699.8357830563 20424.4066624543 21166.1681699429 21903.1484410903 22538.788704274 22896.0264372966 22871.5929252773 22554.8552233676 22167.7255186747 21827.3391625669 21591.9954234247 21483.6193036179 21461.4165377682
"181" "FR63" 18754.3083550815 19260.6959136907 19726.3941354868 20117.0023374663 20489.8967749477 20851.7333292551 21114.7843977206 21199.0450449958 21086.1448320969 20933.8661128409 20886.2080679089 20985.7512999279 21197.2831206593 21487.870633876 21809.0156440454
"182" "FR41" 18977.0465096204 19439.1170953669 19872.8602395741 20275.6897654441 20697.361857847 21095.522339182 21396.2391345926 21526.2965949534 21461.0808096039 21331.7704126912 21275.7711088259 21313.4053365879 21404.8721571448 21540.2257778104 21692.7408607552
"183" "CZ06" 12452.5607484565 13232.7900145947 14004.60956098 14802.363265524 15627.6574763818 16465.7204192245 17265.3551235023 17932.8493515893 18380.0340460993 18705.4842533918 19074.9695724506 19573.3821217164 20177.6188880382 20852.8357187902 21551.7694392605
"184" "FR22" 18896.261843215 19252.3903884758 19577.1170388222 19862.6574371836 20168.888500278 20497.661954874 20791.8073676955 20994.5283926868 21050.3395049609 21064.6306368008 21166.7373996958 21331.654503247 21491.6986731044 21622.1219143982 21731.504444562
"185" "PT15" 15851.282169591 16551.7678622634 17260.0484078013 17991.6358011079 18768.4342918384 19581.6864014705 20283.685164788 20729.6537923393 20841.4258683067 20712.0903700982 20556.108136193 20474.0055458542 20525.3316765543 20677.7947184289 20895.0497933651
"186" "CZ02" 14152.9033640133 14842.1310417637 15538.8941812721 16259.987277614 17015.9817568616 17759.8510806689 18442.0116295918 18923.3036112795 19105.8453726462 19112.0266828017 19175.302051232 19399.2017181754 19747.2075956724 20198.9293208561 20726.4233155515
"187" "FR43" 20143.4375033478 20543.3346491381 20888.2817943928 21164.395394714 21439.6668186012 21707.7841713996 21924.0888674781 22026.6768537819 21965.7898584593 21831.4013130539 21734.9582717556 21654.8835786658 21532.0067544048 21394.3759470067 21248.9182238004
"188" "BE32" 16261.2131591168 16657.6692377817 17055.0512109878 17441.2178952315 17826.259913251 18213.6730245474 18586.7514025017 18910.6015365673 19168.4496917974 19405.8258873943 19737.308191873 20116.542531765 20475.2055229024 20790.326976035 21090.9038182479
"189" "BE34" 17349.6389264481 17657.7903881301 17986.1596215805 18309.2379364666 18653.0111030031 19009.9868215699 19332.1910160666 19554.0517189413 19684.8464000717 19805.2042543049 20014.1790524764 20265.9918847329 20512.595192825 20743.3827169459 20977.7329664369
"190" "EE00" 8086.78464674922 9155.91811721036 10275.1660441916 11469.6959854595 12736.6489317097 14014.0145159647 15169.9185421731 16038.2444917292 16537.6888792799 16852.8291007951 17338.21233156 18083.9330907327 18981.9719244216 19910.8800842179 20848.0933138054
"191" "ES63" 16747.5316926569 17443.4177184379 18179.6986733938 18941.8226517495 19734.4859599867 20523.6932803074 21221.9315413156 21673.8967467663 21768.7758538037 21559.9323400897 21217.7255466774 20870.9256402057 20613.466699845 20479.9347023329 20422.7609524317
"192" "UKE3" 16112.7486957749 17224.3895812018 18317.9906753047 19339.6098537673 20248.4264842247 20933.282357709 21323.2710277764 21358.1608707498 21037.9968985078 20577.518383609 20201.3850948508 20009.853859653 20022.9598902596 20179.1617813698 20413.2445452413
"193" "CZ03" 13214.1688798096 13977.3590279525 14754.2821553259 15562.2937966877 16378.064341944 17120.2971735307 17711.2053791725 18069.7544988294 18209.1172117937 18307.3054775452 18492.8725016764 18813.2026133728 19252.8205415515 19810.1385969901 20427.1178038179
"194" "PL51" 9178.29980623937 9601.90322395877 10076.9786726799 10638.6936675709 11341.8991361716 12203.2550192098 13200.7173956265 14263.7215412888 15321.5879487635 16405.4416640113 17526.9536611908 18584.9242482187 19505.8411472212 20298.6042006095 21051.1786672395
"195" "UKK3" 15577.7363681078 16665.5219379511 17756.869688897 18780.8582919764 19641.4672679961 20309.738811047 20734.0803523406 20813.3411133209 20616.9174590572 20324.0711764877 20127.3572591014 20119.4793121491 20276.7637794257 20476.4204147818 20679.3767673603
"196" "BG41" 7191.12375037008 8271.78280483826 9385.86205924724 10571.2964647637 11900.2830430746 13401.6113815051 15024.025780488 16588.0127194156 17846.2145528018 18713.1916000543 19304.1098521324 19700.0246439866 19981.3337342264 20228.4309384232 20492.6966746725
"197" "LT00" 7430.85432431162 8393.21116125081 9382.63130630013 10411.2642817696 11462.0386009612 12516.0804920939 13512.5900072325 14356.1943197073 14965.506201691 15458.1473342033 16149.2584059933 17088.6765323376 18190.3574835538 19354.0687847857 20529.1207638083
"198" "ES62" 15813.4350311313 16651.083887725 17486.5831393376 18309.6097589522 19143.9874172578 19964.0022235109 20672.902300207 21115.6954140795 21189.7249638291 20965.8230819036 20660.4659065379 20383.5978828628 20203.4889109626 20127.0332296638 20112.5668520388
"199" "ITF2" 17797.2702296893 18031.8612849306 18250.8891034217 18529.6926428233 18935.4686042488 19466.6628659597 20036.0463295379 20465.7238380117 20636.0328216832 20608.7948967727 20520.0664280312 20424.4965967261 20341.5239556398 20286.6676020783 20268.8028004455
"200" "UKC1" 15821.3014086446 16621.4934397218 17466.277245416 18348.8056499884 19187.6271184339 19845.4812117491 20267.0871519813 20373.8871672977 20204.589541549 19898.0806118176 19640.5123885386 19522.3439842561 19595.552529348 19812.5401167111 20094.4204345467
"201" "PL41" 9537.67299543838 9980.54219182166 10465.3837089348 11037.2831168162 11714.8645920747 12462.7870126285 13259.3309216638 14088.7309403465 14909.728742376 15746.8690509965 16623.1399906717 17522.0306377062 18407.327669897 19255.2928630081 20089.01556562
"202" "ITG2" 16530.3343549265 16863.6538370395 17176.1198223641 17532.694200186 17954.1596882122 18440.0679321203 18949.3050274735 19386.3462006963 19663.7778738169 19776.3710767525 19836.6923796095 19881.0889802136 19908.0372956534 19903.0395061831 19898.3118247525
"203" "SK02" 8819.95374641049 9584.30648632381 10393.4666268115 11310.7525306359 12368.5279002699 13549.4360332843 14761.155763207 15823.45615824 16610.3213644727 17151.9825426756 17653.019435304 18165.6945779848 18685.7873966964 19198.5661849397 19723.5732527439
"204" "ES42" 14710.6959818841 15595.220457412 16478.0335758384 17358.188706876 18254.2538481033 19143.4868039985 19930.4647633436 20464.8070262805 20639.2585308163 20512.1950907532 20263.7111549628 19991.9499577962 19752.8609488103 19571.6815843149 19433.1915688099
"205" "HU22" 11696.0632406077 12377.4346995459 13059.436039987 13682.3075915062 14192.7799172811 14604.4143658482 14947.9274989791 15221.3295799095 15478.9624720386 15787.75530598 16266.0032168213 16857.960490693 17513.3208990344 18252.5045347738 19061.8001469942
"206" "CZ08" 10719.0748493533 11522.0692660012 12354.0117067526 13272.3191131508 14277.7665536586 15263.5580386348 16110.4549298528 16753.0493029044 17140.2604446049 17388.5197533052 17687.816956219 18069.9786200315 18456.7805984325 18838.8021659072 19245.5377011913
"207" "CZ07" 11361.1736368922 11968.2513713836 12581.5413239723 13228.3354933341 13906.8792663093 14594.8843508047 15252.9617721178 15810.5410594171 16204.5778583323 16498.3412449866 16818.3678381698 17227.4596574738 17705.4798683835 18259.898091188 18881.3071672349
"208" "PL22" 9631.02236800417 10153.30736383 10702.6287807751 11297.4938617461 11955.9892447255 12648.6025498164 13400.8631179659 14214.5238821503 15043.1996764715 15886.1815138874 16751.8484591203 17570.7905346707 18281.3020095796 18890.350667341 19471.8959699158
"209" "PT18" 14110.2505145468 14592.4845433523 15105.0784898304 15679.5947447172 16330.7831403759 17028.658350015 17658.309744383 18100.2413582258 18321.6276671882 18417.6045295986 18511.8473770355 18597.2149163416 18696.6702740339 18833.6221900147 19016.012160341
"210" "CZ05" 12658.5990759411 13204.9240088438 13757.8730895959 14355.2826246319 15009.7292260507 15676.9442860103 16279.1025205006 16726.0675597498 16963.0466307059 17107.0761507571 17297.1050763786 17574.9501799244 17918.8914215281 18343.2167325351 18827.1914168467
"211" "ITF5" 17032.9245059692 17072.1007118851 17106.008996846 17197.8453259951 17425.8442249805 17804.5849672908 18264.5117504179 18639.3351770871 18800.443969957 18788.933223352 18773.8269964037 18813.920032507 18876.1947556325 18925.4063845496 18978.1189771265
"212" "UKL1" 14138.8212008998 14830.9639649367 15564.8953368297 16329.4496900449 17087.0781441557 17699.5198683283 18062.5815286641 18136.1466123318 17982.0855619141 17768.4853620202 17650.2993073535 17723.5230346938 17964.1042916447 18296.2271402584 18665.8189559243
"213" "SI03" 12961.8918169015 13622.5876907339 14305.380873862 15012.7546450642 15762.3313433009 16489.6925643223 17120.4468889503 17565.8520877153 17749.8944289159 17714.0238468158 17683.7071670525 17738.1673997729 17879.2344083953 18102.6312723747 18391.4035658224
"214" "ES64" 16392.9375061779 17092.5720210547 17841.336534943 18625.5495234856 19408.9156167344 20103.0515209836 20618.14744385 20831.9053495929 20699.1236114555 20297.4957467465 19784.8554949413 19271.4372760362 18837.8986308366 18521.4671359824 18273.3065871795
