"ID" "Y1970" "Y1971" "Y1972" "Y1973" "Y1974" "Y1975" "Y1976" "Y1977" "Y1978" "Y1979" "Y1980" "Y1981" "Y1982" "Y1983" "Y1984" "Y1985" "Y1986" "Y1987" "Y1988" "Y1989" "Y1990" "Y1991" "Y1992" "Y1993" "Y1994" "Y1995" "Y1996" "Y1997" "Y1998" "Y1999" "Y2000" "Y2001" "Y2002" "Y2003"
"44" "Ethiopia" 495.258904379016 494.01203784401 492.723816223056 491.341153185596 489.822770210517 488.154494793738 486.347520780654 484.415968654675 482.39842427226 480.34781239323 478.311433841727 476.369022235908 474.667876034329 473.452386539952 473.041369190656 473.87160428297 476.362134790444 480.900383550924 487.842005740277 497.250275550495 509.126213859216 523.300215930205 539.489289392578 557.195298935626 575.952173550157 595.383908079641 615.163504058673 634.994351901648 654.655922062814 674.011913041667 692.961222557544 711.524998547178 729.805398815909 747.934234772708
"45" "Fiji" 3421.48579717543 3514.88390782074 3607.57353872312 3698.28752812007 3785.38873665229 3867.85842564019 3945.00789406253 4016.26896033399 4081.17942438407 4139.30338024147 4190.2730021239 4234.93600679847 4274.82491327699 4311.69423980426 4347.39069084191 4382.98029550205 4419.46766316966 4458.103862991 4499.2390664544 4542.38887764068 4585.64878621458 4625.93623714668 4661.62626669206 4692.51403501293 4718.94868635476 4741.22860387549 4759.72947151717 4774.85727371217 4787.66026821407 4799.19234209215 4810.44633974518 4822.11185746667 4834.2822454508 4846.63467474805
"46" "Finland" 11969.5098518489 12338.8427328354 12707.7619141923 13074.9326294579 13438.9272723849 13799.0876401526 14156.3802967592 14512.3008871024 14867.2946478382 15220.5629209047 15569.3784391205 15910.349818002 16240.5643219676 16557.4519408909 16859.0419288404 17143.8745400324 17411.2319988613 17660.9786033712 17893.5585116091 18110.7823726136 18317.6257966444 18524.5192380293 18745.807386605 18995.0686391126 19282.303983827 19612.0145574254 19984.1326391252 20395.1143017502 20837.9248490267 21304.2910239264 21786.5289872984 22277.6581624322 22773.0833651487 23269.7988008631
"47" "France" 13653.9093294638 14021.6599214227 14388.6822350579 14753.8964747422 15116.2394792608 15475.4729512119 15832.0164144957 16185.5878656343 16535.8872601136 16882.6524337552 17225.9316767308 17566.4368856274 17905.3160578403 18243.6434060507 18582.7389752952 18923.7329245953 19267.1066580342 19612.5736048838 19959.3096677706 20305.9623303091 20651.6959219444 20996.9938662957 21343.9498821774 21695.6535362383 22055.9521204214 22427.4938028294 22811.751028764 23209.1683015195 23618.4670593186 24036.76490213 24460.5605497743 24886.5245323166 25312.7873234477 25738.8616205274
"48" "Gabon" 18401.2173497039 18431.0392950592 18450.9377045404 18442.1435990353 18383.4049776709 18254.1318680762 18040.5774504361 17734.7053702656 17355.2937494532 16931.1418689621 16485.1619828816 16034.4338956287 15594.1877766632 15174.8317032058 14783.4614230355 14424.3005596735 14099.9756080832 13812.0815518288 13559.9152879544 13339.9148446245 13145.5774917837 12967.8251997651 12797.3316976722 12625.3558466092 12443.3412184361 12243.5696953964 12021.3159566875 11774.9210872682 11505.9022247057 11217.8941638491 10916.5585164854 10607.3040414925 10294.3451689566 9980.33942411038
"49" "Gambia..The" 928.41331201199 931.045839482701 933.665274873382 936.178500480296 938.343559712523 939.884875352943 940.539868135152 940.232354354367 939.023086660465 937.151753067437 934.848196722624 932.181273540699 929.102325219525 925.467632623117 921.246105902439 916.503570926899 911.322959951146 905.756150202516 899.913353258463 893.925362595937 887.969594333741 882.287056109188 877.180105673759 872.971182738658 870.014553925909 868.661269600684 869.161141143346 871.524185285252 875.555908679902 880.852016917585 886.904658891887 893.317528179101 899.861703683292 906.483059763075
"50" "Germany" 13671.6493780541 14011.3771510735 14350.7902781478 14689.4640929541 15027.3691784743 15365.4781249578 15704.6875272078 16044.6994847151 16385.0216731527 16725.3360194815 17065.9246339797 17408.6720418767 17756.6815218171 18113.2003673406 18480.3304981826 18859.0358131599 19249.315847344 19650.0248537735 20059.1026133686 20473.184144915 20888.0981031651 21299.3457450089 21703.4045720787 22098.826544144 22486.1105220442 22865.9194477584 23239.2654869606 23607.3607867053 23970.9985728298 24330.5128217043 24685.9736957672 25037.4181079026 25385.8213867551 25732.8639631996
"51" "Ghana" 1191.7501205441 1185.08711698323 1178.048324121 1170.11889061359 1161.41869755688 1152.38281632022 1143.64130127906 1135.63856476804 1128.62203136864 1122.39391955037 1116.88796095436 1112.20779292284 1108.51390114566 1106.01113908037 1105.08595693165 1105.96477930647 1108.80924791948 1113.55163778708 1120.08657605584 1128.25337377789 1137.93127981519 1149.05788834529 1161.60888984617 1175.57624232497 1191.03636581421 1208.11255874059 1226.86774736628 1247.4049668066 1269.82175030844 1293.91544595169 1319.32195019047 1345.49426686401 1372.06759668607 1398.74492195324
"52" "Greece" 9134.25326755829 9378.62933764185 9620.76925705652 9857.0976985393 10084.2310426845 10300.2299833402 10502.1766467477 10686.9435041899 10852.1285353329 10996.0348935823 11118.8366960054 11222.7771374355 11311.7306134658 11390.2131243462 11462.6741937926 11532.8565027103 11604.0271415199 11679.3743893854 11761.8640601168 11853.3202365509 11955.3579363741 12070.1350366812 12199.9301997265 12347.5477951721 12515.9238046813 12706.948887929 12921.3407750787 13158.522831574 13416.5750559207 13692.5534445458 13982.7322337365 14282.8620586685 14588.6926889334 14896.7480889757
"53" "Grenada" 2969.0019647267 3022.38672464049 3075.88766964245 3129.68868025919 3183.98849784316 3238.9657355462 3294.79360702553 3351.64159934951 3409.63799856892 3468.89944298618 3529.93650490728 3593.09474228076 3658.74368679288 3726.5853027742 3796.04369708828 3866.49325659178 3937.94827189861 4011.65719198122 4090.18941488229 4175.23565391458 4267.81803135361 4368.46206384015 4477.53044018654 4595.26082979556 4722.01878521951 4857.82213818619 5002.09172821037 5153.83420396133 5311.54190503787 5473.35051702882 5637.64227826048 5803.03145451654 5968.77880638505 6134.54157431777
"54" "Guatemala" 3333.55926461027 3382.5083345156 3431.00333450941 3478.09454409389 3522.77032118493 3564.03608408822 3600.87323180647 3632.23283963218 3656.97810677833 3674.1592368588 3683.09421647057 3683.74202761843 3677.021941016 3664.54076405787 3648.23821653609 3630.15209358255 3612.2098307878 3596.09253900845 3583.14678602413 3574.24027276696 3569.89544870397 3570.3941106203 3575.84381942933 3586.15598201788 3600.9202782242 3619.53248318148 3641.25188382738 3665.30861764158 3690.9886691442 3717.55011806127 3744.38130194594 3771.13616480621 3797.75636439522 3824.32777205409
"55" "Guinea" 2394.76006163136 2397.3637372876 2399.77827378976 2401.75540789055 2402.88547890819 2402.53067464118 2399.99483044076 2394.57135197155 2385.95398857209 2373.93562695096 2358.63528634534 2340.39526192501 2320.0251203939 2298.64369205113 2277.75517864483 2258.86080244299 2243.17536376701 2231.53467393217 2224.53263384433 2222.54993422453 2226.03802995919 2235.47506759916 2251.26531437043 2273.61862357994 2302.58729074875 2338.05688958894 2379.48073808573 2426.11994450036 2477.09435424887 2531.43873738603 2588.35200933101 2647.08782540951 2706.79426542387 2766.80323011296
"56" "Guinea.Bissau" 682.736291731982 679.592328739096 676.466662866881 673.374599239159 670.203999772583 666.740353735713 662.753193522673 658.248860018249 653.374649023423 648.397056239127 643.577139368737 639.193955400032 635.181050297367 631.463225786598 627.955710967838 624.575749451731 621.307736671506 618.146974536759 615.121905965407 612.265050689028 609.580090399284 607.137641436116 605.088972238465 603.677159016684 602.768188150527 602.07142249721 601.347388768569 600.430263120199 599.318288460773 598.186923691164 596.943415366093 595.357381006052 593.612082493119 591.844059331856
"57" "Honduras" 1921.62493030713 1958.08893287052 1994.36829010813 2030.38149511203 2066.247788749 2102.20339139806 2137.97149071632 2172.91911938244 2206.31298909825 2237.32708351715 2265.24497206978 2289.598053228 2310.01288878348 2326.40369439484 2339.02350199871 2348.17112679577 2354.04343698168 2356.84184168511 2356.73629019228 2353.96430618521 2348.82375187043 2341.84022168899 2333.58161395229 2324.5241379175 2315.21512455689 2306.21628424797 2297.72301055683 2289.69987058895 2282.07679042343 2274.89003596286 2268.30286613383 2262.20077577296 2256.39764130158 2250.69695145158
"58" "Hong.Kong" 6302.60809017309 6950.12929821643 7599.36484153433 8253.34203290583 8916.19759975611 9593.4291869281 10289.8414910153 11007.895556644 11748.2175827129 12510.7033867289 13295.2323522424 14101.2555943369 14928.3021447152 15776.1378135943 16643.3594733294 17526.5498817419 18420.6051504695 19316.8071339459 20203.9167687285 21070.7885135397 21907.6580326804 22705.0252266673 23453.6292384355 24145.4274828537 24774.9827191941 25340.537500522 25844.9552556048 26294.9607519583 26700.5593339596 27075.8136916057 27431.7527890587 27775.1099587519 28112.1295311457 28447.1706943037
"59" "Hungary" 5963.56541646079 6238.4578414255 6512.75448134906 6784.94318458675 7053.27839104048 7316.2522136507 7572.35950713025 7819.89301865785 8056.9677286444 8282.11735645413 8493.44736337968 8689.66564107255 8869.5030057758 9031.9145588798 9176.38342376046 9302.80690089653 9411.83001545734 9504.72685810996 9583.66441898285 9652.43715105918 9716.70672377467 9783.81759118737 9862.03969304591 9957.72833562095 10075.1713452005 10217.6155404837 10386.6395340563 10582.1120364033 10801.9231431742 11042.5071781777 11299.3022648645 11567.1964312398 11841.2868246468 12117.6236813503
"60" "Iceland" 12019.2735319186 12638.5524165544 13255.5946448604 13868.6016069654 14474.9213138861 15071.8429026217 15657.7490718869 16230.0314106394 16783.8212751578 17314.3206256935 17817.4356268103 18290.0909440079 18731.0625662187 19141.2773975153 19523.2024505545 19878.1499844995 20206.7047373871 20508.8662522928 20785.6828579487 21042.4227049561 21287.1883667714 21529.7363000888 21780.9433356853 22051.6337485879 22349.7243304842 22679.4768561906 23042.2320046969 23435.0736003528 23852.200712496 24286.3192014635 24730.5029033109 25178.9087235903 25628.3538780954 26078.481715811
"61" "India" 1090.42890126537 1112.75936095595 1135.24982964336 1158.24584342206 1182.15195131238 1207.3847529761 1234.22100044673 1262.86530462533 1293.44730441184 1326.06976219465 1360.89205410111 1397.97026235308 1437.33282203717 1478.99304058412 1522.93903411957 1569.10152341769 1617.40089741735 1667.7868912489 1720.24756729911 1774.85656222667 1831.84818702199 1891.62290001992 1954.74456908777 2021.71452859278 2092.88928397947 2168.40322037091 2248.09859443018 2331.65630251946 2418.58917476485 2508.19114728614 2599.62928501621 2692.28322901975 2785.64317389887 2879.27933793315
"62" "Indonesia" 1369.37203032046 1439.40144699229 1509.20540233831 1578.37101466526 1646.49807677399 1713.47463767873 1779.36184220173 1844.27160907109 1908.52608440937 1972.78220731647 2038.09324868125 2105.74694812431 2177.14279489452 2253.60376662045 2335.91096369342 2424.45127608821 2519.38592212039 2620.34996441525 2726.47296104284 2836.37481016214 2948.38639552952 3060.72978487596 3171.54962019362 3279.14710001244 3382.17748881191 3479.76564257148 3571.51983079855 3657.58667939412 3738.95155068217 3817.3510280382 3894.18438896103 3970.29645437935 4046.22623699946 4122.15319114171
"63" "Iran" 7246.32145685294 7150.57691562003 7051.208688245 6943.08402679664 6821.31581212319 6683.15097050584 6527.27010594549 6353.31320726679 6165.28007052952 5968.8007100253 5770.61427061941 5578.34397115207 5398.76872778694 5236.10708775983 5093.02977598707 4971.57868166557 4874.10974880231 4803.56496295008 4762.15905078965 4750.80030784446 4768.67659126093 4813.06273316591 4880.36119370806 4966.49276120315 5067.82496998268 5181.16339347513 5304.40686168401 5435.64632762919 5573.14457592628 5715.11533462184 5860.07410057262 6006.7888072988 6154.49101806913 6302.43248213413
"64" "Iraq" 2119.6937990784 2198.50131496265 2277.0182828492 2354.70417370296 2430.06994203168 2501.0836411589 2564.99233380305 2618.34738882968 2658.3557910198 2682.56864143239 2690.10240839886 2682.50710189703 2663.07279763372 2633.46563281104 2593.98374813698 2545.37046473752 2488.43971311829 2423.59321862309 2351.58249631291 2274.66529370219 2196.72719406458 2122.74946218948 2058.56714663112 2007.03298486328 1968.72315099314 1943.32577166572 1929.74623364858 1925.39007503008 1927.7769635645 1932.96306231851 1937.50940519989 1939.75191421062 1939.29611008968 1937.0716712905
"65" "Ireland" 7970.88798987464 8177.60647661847 8383.77879863762 8588.29591126584 8790.16862959032 8988.99644692006 9184.8381779901 9377.73563991816 9567.62964037701 9755.26973218959 9943.25905157793 10136.4013679336 10341.1800980192 10565.8196976774 10819.5069325061 11111.3590063586 11450.3646057574 11845.1945672087 12303.3467657046 12830.8856423189 13432.4654887113 14111.7810024358 14872.6019148244 15717.5777172032 16647.1486136111 17658.1687012941 18743.5233009641 19893.1659015798 21094.6253488475 22334.8173462194 23600.4787287759 24880.4842132316 26167.0762044792 27455.6465393784
"66" "Israel" 12486.1673915501 12699.8928749076 12911.0410897863 13115.90350552 13311.211168718 13495.8451497261 13671.0003834678 13840.3653969928 14008.2950438919 14178.2786042633 14353.8221080957 14538.852926367 14736.4511097849 14949.7996367412 15182.0049778533 15436.3236746465 15714.7888762018 16017.6190924132 16343.6266059847 16692.0652018888 17062.0174335832 17450.613546521 17853.6727525711 18266.2955047364 18683.1419516382 19098.1976231358 19505.8008742097 19901.6934282825 20283.673779091 20651.0579143017 21004.4028121331 21345.044976018 21677.402152359 22006.5314326183
"67" "Italy" 11448.7500103927 11832.7111674256 12217.0317194326 12601.7858184691 12986.5155472919 13371.0915266117 13756.2587857711 14141.6930352959 14527.0207587477 14911.4479445997 15293.9105494284 15674.0439399486 16052.5621940017 16430.4707420792 16808.3106966874 17185.6239509778 17561.1351013598 17933.0351293654 18299.1249112735 18657.1876655393 19005.8316958399 19344.9462641885 19675.7354933588 20000.495325464 20322.0504488839 20642.1872961846 20961.83898881 21281.6786149635 21601.7840353767 21921.8519917434 22241.3476581694 22559.6010012807 22876.5566485583 23192.8393424796
"68" "Jamaica" 4674.29855176299 4610.39799979636 4545.83640395032 4479.67140734597 4411.79845109455 4343.0492660389 4274.91737539417 4209.16884096036 4147.76475884903 4092.82846256932 4046.69465973324 4011.53137754639 3988.71153081503 3978.98274790156 3982.47903509133 3999.16849304995 4028.5586163553 4069.20742685263 4118.6516963463 4174.17021457354 4232.78269253072 4291.68348192777 4348.5988984933 4401.57278150109 4449.24028872869 4491.0897812499 4527.27170591671 4558.41369712796 4585.35459401772 4608.93912472722 4630.24901166267 4650.19701641845 4669.42237355977 4688.38773611081
"69" "Japan" 11341.2443225962 11746.9055267588 12152.5275826149 12557.9203580411 12963.7537919575 13372.7025048891 13787.465917881 14210.2286982159 14642.5339308821 15085.3152591222 15539.3949088516 16006.1074778378 16486.7367315764 16982.1636993682 17492.4237736852 18015.7768627509 18548.4132678546 19085.0694506287 19618.785949536 20141.0600694128 20643.5154802214 21119.0118242506 21562.9004325888 21973.4543917636 22351.0285672212 22696.9349909284 23012.859295934 23300.9363728093 23564.789906386 23809.6471755635 24040.7792269755 24262.5923718166 24479.3173807141 24694.3974983657
"70" "Jordan" 3811.40180845188 3837.35879860033 3864.41035372766 3894.11383731622 3928.54031346407 3969.53150292597 4018.22217992303 4074.00572116901 4135.18023667791 4198.31614366077 4259.65072398696 4315.49379191668 4362.57836915017 4397.46100565788 4416.9460394874 4418.27512742214 4400.0690398968 4362.54801077756 4308.34090933083 4242.35102754606 4171.10618513942 4100.68558225816 4035.58622158672 3978.57315335388 3930.78157073446 3891.92910426988 3860.91114557475 3836.35097300299 3816.63040379457 3800.26801200697 3786.02140993819 3772.87759385619 3760.1130987541 3747.33530464042
"71" "Kenya" 1156.28311003646 1163.1635815673 1169.98918357306 1176.68920632472 1183.28193163433 1189.74562679814 1196.17315303332 1202.63549099003 1209.07190193585 1215.35180841089 1221.41541020041 1227.29208556866 1233.10915250436 1239.01815628235 1245.17985029617 1251.64407054868 1258.33507441699 1264.92086935182 1271.01513661789 1276.23508655651 1280.28766791744 1283.02147848407 1284.46129361998 1284.76384974255 1284.07362778511 1282.46731130662 1279.9632595466 1276.57601246629 1272.37380387805 1267.4953025631 1262.11196104295 1256.3597680827 1250.38872279486 1244.35115412172
"72" "Kiribati" 2854.84386422373 2810.08560875003 2763.59413611578 2711.80596063853 2649.95861754557 2573.31027816256 2480.19805952134 2372.5988719583 2253.54826666106 2126.96428813732 1997.91905272815 1872.22029055425 1753.90912860453 1645.62326489148 1549.17003835611 1465.40077327718 1394.64596358758 1336.72435778699 1291.08181996612 1256.75745682122 1232.93645649863 1218.66142625262 1212.87202594623 1214.56077887687 1222.65671852706 1235.99188343216 1253.44480908119 1273.9927972546 1296.68142396013 1320.67299696239 1345.27103471608 1370.08649243351 1394.94755124019 1419.81870653054
"73" "Korea..Dem..Rep." 342.32222600969 413.302869531629 484.454691163544 556.030727591582 628.30293247398 701.495144824997 775.712743952707 850.896417553122 926.798599962371 1002.9803496477 1078.82675665145 1153.55486794184 1226.21427159547 1295.66962701907 1360.5476244404 1419.39565576966 1470.89887560595 1513.95236240894 1547.6812011993 1571.64873784166 1585.89394119768 1590.94809703438 1587.84894576581 1577.82863256343 1562.45387298428 1543.31259050399 1521.92281066574 1499.58156153644 1477.27333340634 1455.51556641185 1434.39801810585 1413.84122162522 1393.62709681154 1373.55081820236
"74" "Korea..Republic.of" 2310.08699972723 2532.18876053595 2755.06857834536 2980.14368750478 3209.11892041771 3444.07777626887 3687.47887919191 3941.81626962984 4209.75955282769 4494.3306871064 4799.21118515485 5128.81481844414 5486.9488064825 5876.41132898204 6298.80143463867 6754.66956657584 7243.53680608041 7763.5213525228 8311.48728825821 8883.43936826055 9474.95900403308 10081.1415559084 10697.3731559591 11319.8264298679 11944.9537354276 12569.3969643564 13190.738934034 13808.3131969291 14423.7647781754 15040.5949824141 15659.4078173411 16279.6313006963 16900.8006056762 17522.1523722255
"75" "Kuwait" 62509.828638945 58967.901109456 55431.2988683696 51918.7681563149 48469.1085192498 45128.7309627418 41937.8396635599 38920.4372385666 36094.731495465 33475.2740038622 31077.8680796266 28934.1364236168 27071.9668439926 25509.7253278544 24256.3405201927 23310.1856426787 22660.7653631827 22289.1751554686 22169.121729892 22268.2970364202 22547.9385031955 22969.7347432693 23480.058298435 24022.5136261277 24545.2583680366 25013.8857992856 25407.9650715782 25720.94857212 25959.0326479375 26136.068272127 26271.0736386648 26381.104158347 26480.375980373 26578.4475410465
"76" "Laos" 969.542844938205 965.532764192683 961.596965759815 957.939172791774 954.946856026334 953.117220519288 953.058030311364 955.441931041993 960.858407949825 969.762427045905 982.279952496408 998.306921099889 1017.51383262366 1039.4979659823 1063.82599800881 1089.94275599623 1117.1665017426 1144.90575415596 1172.63695563999 1199.68516196299 1225.24913100413 1248.75278123772 1269.83044556052 1288.28277841622 1304.10567088459 1317.38672234937 1328.35425201709 1337.3725315384 1345.00962368392 1352.0715186454 1359.05332605541 1366.26250149988 1373.75223574962 1381.31957107168
"77" "Lesotho" 709.416410781896 749.019553543216 788.629417827582 828.17703069918 867.436265952628 906.306765080797 944.819967161677 982.737493560552 1019.54968722481 1054.64247441792 1087.86149968532 1118.93063413637 1147.92775388123 1175.16028969473 1201.06189221698 1226.14357061386 1250.83905082072 1275.54032609634 1300.77498607249 1327.18118381568 1355.52319742723 1386.53046204893 1420.83825632901 1458.74385551057 1500.04711194588 1544.29836534844 1590.87923890189 1639.0538088765 1688.06566894527 1737.30039750903 1786.52583304622 1835.72255054154 1884.98956464704 1934.43194563845
"78" "Liberia" 2082.81827675749 2046.75726617828 2010.44370315719 1973.60878833686 1935.99613435206 1897.72452436672 1859.09608145889 1819.68247639569 1778.63070674061 1734.67137886614 1686.47342137791 1632.8145694344 1572.48893764065 1504.55717742809 1428.70907713408 1344.88969190238 1253.65745368393 1156.28563969991 1054.70205728729 951.509679183798 850.023505983934 753.577370234244 664.75902836631 585.641220386133 517.481764978792 460.620604878408 414.532534556645 377.967184422983 349.105304400504 326.013138426233 306.815572301197 289.844563630353 273.846123462907 258.058702588988
"79" "Luxembourg" 16696.8972220413 17038.9275566438 17381.2647356912 17724.3636997368 18070.2632924946 18424.9265934294 18799.0029187747 19203.1936882803 19648.1898843992 20144.3499403637 20702.321519695 21333.0929610636 22046.8521018405 22851.0416619942 23749.0495962386 24739.7044501326 25818.2909552444 26975.637402017 28200.9264460053 29480.9946267589 30802.6523577128 32155.8255757348 33533.5157317984 34934.6074629381 36360.6201768585 37814.470397607 39299.223311289 40814.2342005157 42353.0211896202 43906.2989524341 45464.1020573153 47018.6160027403 48568.9092120425 50117.0631185483
"80" "Macao" 6691.91059420579 7427.32137513776 8163.51424683423 8901.29692687181 9641.16046946008 10383.0499564914 11126.2820619345 11869.5881523669 12611.3189992112 13349.8770910093 14084.0704388047 14813.3649234137 15537.7440145555 16257.5547671407 16973.2678335436 17684.7822217206 18391.5624275442 19090.5244713327 19775.7199573354 20441.3550761235 21082.4720458746 21694.8356395761 22276.1723001008 22824.0100112224 23338.0964909645 23820.8028398226 24277.3061070646 24716.3834998591 25149.410425107 25588.3321309594 26041.8111645048 26511.9894675041 26996.4654663073 27488.2696060951
"81" "Madagascar" 1398.77198805114 1369.38614297122 1339.95743592117 1310.50586357345 1281.16087151067 1252.06395390657 1223.38831900606 1195.34603791931 1168.01058895897 1141.39889209289 1115.47302906653 1090.3595548951 1066.33431352116 1043.58859275003 1022.19330460322 1002.14262337038 983.380290829624 965.83559585067 949.421216126146 934.001558109056 919.427352087091 905.596913802665 892.401033567978 879.809174985723 867.758533424672 856.168583741133 844.905657232851 833.801521838221 822.688975127554 811.450724941565 800.058248958152 788.481814742858 776.748749538829 764.999502977357
"82" "Malawi" 524.843738129487 542.754365302033 560.530205004255 577.967262252575 594.865819750903 611.029719147518 626.297322666322 640.510131883348 653.524429317964 665.214406784828 675.480623275304 684.335413713795 691.870490991514 698.219272540389 703.532883539872 707.999890088062 711.837992024209 715.349776812342 718.91090041143 722.902050138411 727.608127384195 733.218212814346 739.808056550967 747.335427884125 755.414770262509 763.4643244901 771.061438870221 777.94504281997 783.953760184268 789.06965075099 793.382778032546 797.090774689471 800.505289312218 803.836352179516
"83" "Malaysia" 2827.43421303847 3028.65901192991 3229.24462253874 3428.68931080257 3626.6679998526 3823.21795954308 4018.69885722859 4213.31941911487 4407.53043301459 4601.98795194262 4797.50155233131 4995.25518623314 5196.96312156976 5404.86765954726 5621.62606656777 5850.25749013459 6094.21657758457 6356.55265677925 6639.22661638618 6942.90870768097 7267.07500589828 7610.23279350355 7970.03205794749 8343.32236819705 8726.57407307429 9116.07783848079 9508.27914913546 9900.17127716099 10290.1562593072 10678.1267441311 11063.8524795414 11447.5377515864 11830.2409701156 12212.7392180995
"84" "Maldives" 480.399719867715 570.526782038413 661.019466784442 752.494691976036 845.718572691468 941.533328154074 1040.79722775546 1144.30821634184 1252.73198851504 1366.54072883606 1486.04602339456 1611.33417020816 1742.44514298596 1879.36278926155 2021.44343271107 2167.53626528749 2316.57722611199 2467.70118164257 2620.18796727191 2773.3900154386 2926.66214541306 3079.33786917709 3231.19216134899 3382.36632212409 3533.20039654436 3684.06756934644 3835.25779077564 3986.89399890389 4139.17839482617 4292.27153014022 4446.49060220669 4601.63545056091 4757.71504973267 4914.39341162537
"85" "Mali" 663.591127325192 671.855414122045 680.135299500584 688.509157607192 697.1269799395 706.00495845112 715.062407245815 724.166460256222 733.199726346861 742.100222431614 750.888939333495 759.722159394438 768.925464883044 778.834119244427 789.645709711495 801.474735744045 814.354497077593 828.138200158296 842.797675864619 858.380776974628 874.90302467673 892.420091391893 910.960128954396 930.506892045036 951.058274322226 972.657382314265 995.273450588645 1018.72654955708 1042.82848180479 1067.27736081814 1091.92755587895 1116.76347561701 1141.65650777241 1166.59241264619
"86" "Malta" 2761.99776705074 3274.15688137785 3786.95034603733 4300.73530865811 4815.08407125402 5328.29331831727 5836.90532641189 6336.94475755616 6824.8980567023 7298.22366290867 7756.44817634184 8201.97601376113 8639.244357235 9074.0163670475 9511.8247995896 9957.77879158466 10415.991606507 10889.2237406022 11379.3924585992 11887.0924433757 12411.623276663 12951.7153390836 13504.9667305686 14068.4315902014 14639.7558127389 15216.5801564625 15796.4896176217 16376.729134575 16954.5947091368 17527.8739102849 18095.1204352244 18656.1540813847 19212.713935107 19766.8235200293
"87" "Mauritania" 1312.76054083157 1314.76627243432 1316.681755685 1318.28383380044 1319.16423085825 1318.69135810157 1316.24157344636 1311.33553016335 1303.93898733964 1294.51516148694 1283.72320464859 1272.46600446423 1261.61680831185 1252.16927505832 1244.86024954971 1240.20119994443 1238.49207502703 1239.82864083221 1244.24022145709 1251.6673983967 1261.96502984244 1274.97665873973 1290.48287170935 1308.19136397527 1327.56286358215 1348.09395366474 1369.30076244882 1390.79205052601 1412.24792908181 1433.44521967541 1454.19073954328 1474.42380862273 1494.25197350217 1513.8685532485
"88" "Mauritius" 4304.27627225127 4534.22077160909 4763.95960303629 4993.1230086732 5220.7339506526 5445.87840808555 5667.6179062065 5885.95013772968 6102.3565181038 6320.02381843326 6543.52379352718 6778.4053331486 7029.54873982677 7300.77626350803 7595.31937228917 7915.11641835823 8260.52123272249 8630.55017559335 9023.35406910041 9437.16410443429 9870.18341186284 10320.8100628928 10787.4440902514 11268.5558065084 11762.7160690082 12268.4620755786 12783.8782413752 13307.4255238645 13837.9032424095 14373.7137300638 14913.2823167746 15454.2607631642 15994.820141563 16535.2010273933
"89" "Mexico" 5275.86575877141 5434.54387946113 5592.80363200392 5749.58585605421 5903.44465393638 6052.80567658473 6195.96291279868 6331.15260318621 6456.39460732329 6569.17047952793 6666.91599209982 6747.72310988986 6811.01862801866 6858.41866333213 6893.02506985614 6918.13551970821 6937.38476458124 6954.81811386883 6973.84797030315 6997.04965333171 7025.88741422622 7061.0253696251 7102.7557431312 7151.30438017328 7207.00918957229 7270.20977519876 7341.54635719926 7420.40500003239 7505.21235451374 7594.06649495881 7685.12215704683 7776.80203121964 7868.52123052644 7960.18725793839
"90" "Micronesia..Fed..Sts." 2460.28490981469 2539.13167714109 2617.57092119295 2694.54468800288 2768.03489680052 2836.49082159548 2899.55422190539 2957.65136519387 3011.62711511978 3062.55078692903 3111.77014507968 3160.7111333125 3209.98347325555 3259.6952827036 3309.45788526832 3358.98282910456 3407.86020515405 3455.83704228574 3502.92961060569 3549.07330711425 3594.19887928525 3637.86975707476 3679.22566049061 3717.15378714794 3750.26663201069 3777.17675032491 3797.68737925662 3812.84620309605 3824.30233068526 3833.60947260858 3842.09810512365 3850.17865605656 3858.11053097059 3866.01183828891
"91" "Mongolia" 1033.96560121488 1076.61406312956 1119.34443229121 1162.26101353895 1205.40261463121 1248.79200129255 1292.35873721094 1335.92834807116 1379.14361121491 1421.50510886376 1462.4080364612 1501.08077917861 1536.60290109616 1567.99777309613 1594.34457205801 1614.81226692858 1628.71880047447 1635.59722479498 1635.43358423824 1628.67980709037 1616.35811517691 1600.07387230567 1581.81217824652 1563.47786933856 1546.50064722528 1531.72423037683 1519.47675989527 1509.78943355674 1502.42884798765 1497.00913123049 1493.08538745781 1490.23393176407 1488.05031902507 1486.14289953724
"92" "Morocco" 2277.0458070513 2354.60583149474 2432.18898817055 2509.82763273237 2587.5233791134 2665.15380841502 2742.35447004083 2818.50953237338 2893.04630612014 2965.35961265761 3035.04115084702 3101.95456401795 3166.10528662285 3227.35871220414 3285.78260683768 3341.31459131881 3393.72442792578 3442.62551420856 3487.97361089728 3529.52316918657 3567.32794199379 3601.63227156336 3632.85206928471 3661.96428211834 3689.83048510158 3716.91594031642 3744.02420038212 3771.37830506715 3799.41943013901 3828.26801910256 3858.10864413727 3888.92717937489 3920.36434808682 3952.070981096
